"","convergence","mu","x_C","x_W","x_INH","C","AA","NT","ATP","ADP","RNA","DNA","P","tau TC","tau ATPS","tau EAA","tau ENT","tau ADPS","tau RNAP","tau DNAP","tau R","v TC","v ATPS","v EAA","v ENT","v ADPS","v RNAP","v DNAP","v R","p TC","p ATPS","p EAA","p ENT","p ADPS","p RNAP","p DNAP","p R","q TC","q ATPS","q EAA","q ENT","q ADPS","q RNAP","q DNAP","q R"
"1",4,1.13053278031642,10,1e-05,1e-05,17.8783801127545,10.1563474692651,6.08339432285925,12.4718245507848,1.70245499956291,58.5739036548576,17.0640414003986,102.069653379271,0.0217391304347826,0.00143512276325195,0.131402986458888,0.00253631485973238,0.00320812455594922,0.129229750339974,0.0209561757308066,0.0236078352526405,318.202038897682,3135.08153354045,149.953790567249,925.927107076639,35.4374606458229,103.468309613925,30.1429033872299,2307.86178041601,6.91743562821048,4.49922687343474,19.7043759113671,2.3484426807075,0.113687787698348,13.3711838195067,0.631679980419515,54.4836206979269,1.24540716373301,12.2703582110416,0.586902351877834,3.62397505761624,0.138698254435151,0.404963382569535,0.117975949947446,9.03271268843108
"2",4,1.07222971782261,1,1e-05,1e-05,16.9487745679559,9.98471838191623,5.702846874778,11.9875883565056,1.62028857343499,57.328178704538,15.9447962846812,106.482808382728,0.0395256916996047,0.00145572899018968,0.132582923643297,0.0025653209576222,0.00323300485880334,0.133815140497147,0.0216997525130509,0.0239789351294976,303.143947627473,3041.00156319435,147.714749675386,855.058635050391,33.5878454881308,96.0452763682043,26.7132569079104,2283.48063170343,11.9819742145246,4.42687413475415,19.5844533772005,2.1934998364906,0.108589667659863,12.8523121512986,0.579671063719205,54.7554339370806,1.25098649917147,12.5493249305786,0.609575612571637,3.52857715557137,0.138607224623016,0.396350793034693,0.110237806171745,9.42325737900249
"3",4,0.884540161258259,0.2,1e-05,1e-05,14.3373949368457,9.36484392441439,4.65665686304263,10.5918383303808,1.38649644387585,52.7938500472907,12.7782802139925,120.090640025193,0.118577075098814,0.00152892152859363,0.136716139744875,0.00266710152888132,0.00332236197593442,0.151425127637978,0.0245554261034558,0.0254570192079017,253.484089165095,2678.9006013167,135.75357346725,644.712285362439,27.7494862760485,72.9660634910545,17.6607844392002,2124.49988186984,30.057401877284,4.09582880231552,18.5597045210148,1.71951312197873,0.0921938380552575,11.0488954773737,0.433668087225844,54.0834342999453,1.26801592864857,13.4007962587482,0.679086778560381,3.22507597982826,0.138812620254548,0.365001728756158,0.0883454107715189,10.6274902677162
"4",4,0.562992911416681,0.05,1e-05,1e-05,10.5000699862244,8.05003786825253,3.21946620103175,8.45091283658672,1.03934723607309,43.1891469275684,8.29792801010109,143.253092035348,0.41501976284585,0.00170755233527096,0.146519902369587,0.00290920870572213,0.00353980266062046,0.2016336622131,0.0326973506291513,0.0296101201072304,164.975606107579,1886.96037537248,101.312684681769,341.910861645727,17.8585610950125,37.992474328679,7.29949163927007,1613.00950708845,68.4681369221177,3.22208359553105,14.8443246683735,0.994690055280702,0.0632157820789783,7.66056173542872,0.238674037543772,47.7614052389934,1.29660701439607,14.8303504761788,0.796255523498539,2.68720953338379,0.140357329966193,0.298597531302326,0.0573695244061193,12.6772647818892
"5",4,0.435063580681398,0.03,1e-05,1e-05,9.00516034414221,7.40060004294983,2.70243816703744,7.58479832071784,0.904097164801566,38.5074912198252,6.6868615571776,153.2085532486,0.678524374176548,0.00182135111200151,0.152600663607854,0.00305986521902837,0.00367459306714505,0.238056839510492,0.0386038118125123,0.0324301409325998,128.687515248729,1518.15729931723,83.2062856746998,241.012086029682,13.8940374423976,26.1768859580541,4.54564051966637,1333.10923534705,87.3176157484786,2.76509748530464,12.6973344103039,0.737464499407698,0.0510549336604881,6.23158673940096,0.175479051188531,43.2329203808553,1.3088059069311,15.4402953321191,0.846242760802079,2.45119381804639,0.141308177724813,0.266229889517597,0.0462310671818142,13.5582790485487
"6",4,0.342467486665293,0.02,1e-05,1e-05,7.87322721367517,6.85603086283928,2.32865381628282,6.91356421201192,0.80187113824611,34.6337709719195,5.5385121926979,161.054369448763,1.00790513833992,0.00193839324399467,0.158741155868732,0.00321247626713794,0.00380931706018007,0.278607889826504,0.0451796578097033,0.0353878402180914,102.040930224938,1232.16391438743,68.5350298039939,175.231588389958,11.0001059977645,18.5327195288979,2.96368804765364,1103.11770243163,102.847577894701,2.38841820714261,10.879329848584,0.562927318955623,0.0419028914410735,5.16336188069268,0.133898411847699,39.0369529953986,1.31839826669323,15.919913366424,0.885492363722808,2.26404269241718,0.142124544032726,0.239448084706302,0.0382917048720817,14.2525990662622
"7",4,1.10128533586438,10,1e-05,0.05,17.6673203797067,10.2547032403608,6.07413626195687,12.5573414464607,1.6870692214643,59.4634103192018,17.0632683580321,101.232750376983,0.0217391304347826,0.00143930820383024,0.131659986495572,0.00254023222983608,0.00320869285124658,0.129254937637689,0.0209602601574631,0.0245562142658189,309.771850825826,3044.06826782017,145.076726501519,909.810613211255,34.4907389579862,102.322159070349,29.3617612884678,2229.72286998781,6.73417067012665,4.38135243089288,19.1007998520118,2.31113024272616,0.110670187528702,13.2256442895917,0.615430155287615,54.7535525488172,1.24461105734523,12.2305529548357,0.582893821649292,3.65546561533592,0.138577972687565,0.411113179751119,0.117970605351439,8.95865047583918
"8",4,1.04548582055988,1,1e-05,0.05,16.7609450872492,10.0828905678491,5.69816184007702,12.0770569270297,1.60654913841891,58.2112654770435,15.9538727259937,105.609258151012,0.0395256916996047,0.00145989168500587,0.132837227884547,0.00256905024056091,0.00323333187619382,0.133797593319317,0.0216969070247541,0.0249353946730428,295.381269292498,2955.0736967587,143.03709741902,841.231011476765,32.7224816936246,95.092269770462,26.0617933094428,2208.25963833461,11.6751489838932,4.31408751847759,19.0006515057944,2.16116473240168,0.105802643128165,12.723116838559,0.565460306333338,55.0638256224242,1.25013342226013,12.5066711318844,0.605371682960456,3.56031716502449,0.138490392848801,0.402456204902126,0.11030055811666,9.3459520487621
"9",4,0.865167289094568,0.2,1e-05,0.05,14.205368448011,9.46182420463703,4.6610061380479,10.6873385154325,1.37678659492958,53.6489378344136,12.8068698176268,119.151868423821,0.118577075098814,0.00153307156972592,0.136965464255117,0.00267028870568867,0.00332190746170474,0.151248055500959,0.0245267117028582,0.0264458335275265,247.743766538106,2610.79796113512,131.889619590763,636.784630332636,27.1199813575023,72.5239157953166,17.3126325654739,2061.7259798958,29.3767312100521,4.00254012851465,18.0643229776796,1.70039880633337,0.0900900684327803,10.9691012413569,0.424621947750891,54.5240620437009,1.26705132080355,13.352566045284,0.674531266872666,3.25674715535685,0.13870140379054,0.370913563567572,0.0885430711948759,10.5444131348514
"10",4,0.553822327882285,0.05,1e-05,0.05,10.4297532893898,8.14096402914233,3.22918633385918,8.54294452833492,1.03417568355745,43.9550147227543,8.3356006997078,142.332361739085,0.41501976284585,0.0017118106574676,0.146766857972603,0.00291139728098188,0.00353768195810721,0.200993735045081,0.0325935786559591,0.0306920444265112,162.164663264444,1850.04082974602,99.1008555434141,339.962655617252,17.5549616377173,38.0363571497748,7.21319028720216,1576.53679822648,67.3015400899868,3.16691960910943,14.5447211905037,0.989766351199447,0.0621038710610169,7.64506949104191,0.235103684986324,48.3871374511968,1.29561904907487,14.7809522267899,0.791769018212588,2.71614101201273,0.140255850107833,0.303892524355326,0.0576299827136878,12.5957842246978
