"","gfp_phi","rfp_phi","mu","convergence","f.TS","f.ATPS","f.EAA","f.ENT","f.ADPS","f.RNAP","f.DNAP","f.GFP","f.RFP","f.R","v.TS","v.ATPS","v.EAA","v.ENT","v.ADPS","v.RNAP","v.DNAP","v.GFP","v.RFP","v.R","p.TS","p.ATPS","p.EAA","p.ENT","p.ADPS","p.RNAP","p.DNAP","p.GFP","p.RFP","p.R","c.x_S","c.x_W","c.S","c.AA","c.NT","c.ATP","c.ADP","c.RNA","c.DNA","c.P"
"1",0,0.1,0.914812088498028,4,1.24069440141079,12.0347200097023,0.551457252648581,3.58273034262671,0.134215267985967,0.40603128458719,0.11404367328302,0,0.482688920243035,8.83139289328362,256.510505458585,2488.14866032364,114.0124259889,740.720656161572,27.7486754128918,83.9459660034163,23.578247991542,0,99.79474298426,1825.86868481362,7.20991991074036,3.65960523559914,18.7026024240669,1.93658275707449,0.230170673383519,11.0185812044438,0.501864993069108,0,9.979474298426,46.5559381973016,10,1e-05,26.605480717033,4.87565146565332,5.97284986889464,11.9995063634104,1.52813025954027,58.7283650026912,16.495276903656,99.7947396941049
"2",0.02,0.08,0.91481209101482,4,1.24069439056005,12.0347196779221,0.551457227747879,3.582730413814,0.134215267387581,0.406031289705975,0.114043680714602,0.0965377731225854,0.386151102197668,8.83139247260526,256.510503920923,2488.14859857419,114.012421154408,740.720672917208,27.7486753655178,83.945967292661,23.5782495928706,19.9589463928342,79.8357875783025,1825.86860286266,7.20991993671961,3.65960511076355,18.7026014435823,1.93658278719574,0.230170671609581,11.0185810089169,0.501865010540172,1.99589463928342,7.98357875783025,46.5559355739979,10,1e-05,26.6054817875766,4.87565154249348,5.97285022452946,11.9995068048401,1.52813030085337,58.7283657430723,16.49527797856,99.7947349404394
"3",0.04,0.06,0.914812090709842,4,1.2406943961194,12.0347199460402,0.551457255236854,3.58273024747087,0.134215267200312,0.40603127260252,0.114043668045086,0.193075559375738,0.289613342663215,8.83139292461803,256.51050498479,2488.14865317745,114.012426799676,740.720638279237,27.7486753175497,83.9459637285782,23.578246965619,39.917895487073,59.8768439748196,1825.86869570648,7.20991997719103,3.65960520889228,18.702602411227,1.93658269252954,0.230170676189056,11.0185811118313,0.501864980613976,3.9917895487073,5.98768439748196,46.5559390435202,10,1e-05,26.6054819510768,4.87565162570867,5.97284985276954,11.9995062518516,1.52813022202394,58.7283632692286,16.4952761460412,99.7947400481837
"4",0.06,0.04,0.914812092289605,4,1.24069441035172,12.0347205275039,0.551457295100485,3.58273016925489,0.134215268060282,0.406031269274193,0.114043658986458,0.289613363702777,0.193075573050365,8.83139361452203,256.510508370248,2488.14877769035,114.012435238269,740.720623387406,27.7486755432647,83.9459631854186,23.5782451334865,59.8768484280968,39.9178983832016,1825.86884149547,7.20991984862819,3.65960547731602,18.7026043056875,1.93658269961789,0.230170678557568,11.0185815548739,0.501864965043447,5.98768484280968,3.99178983832016,46.5559436332446,10,1e-05,26.6054784900302,4.87565127979097,5.97284909927435,11.9995054409578,1.52813017739923,58.7283627878192,16.4952748358012,99.794747844099
"5",0.08,0.02,0.914812091294972,4,1.24069439443687,12.0347198784513,0.551457243588367,3.58273035641609,0.134215267217087,0.406031286229072,0.114043674669486,0.386151114564376,0.0965377737344241,8.8313927421315,256.510504801,2488.14864079507,114.012424464305,740.72066127717,27.7486753387663,83.9459665995276,23.5782483502785,79.8357901595378,19.9589465254426,1825.8686591457,7.20991990180115,3.65960520163243,18.7026021396892,1.93658276957066,0.230170671683023,11.0185812113424,0.501864997455251,7.98357901595378,1.99589465254426,46.5559374244138,10,1e-05,26.6054808646825,4.87565146766788,5.97284995037097,11.9995064129389,1.52813026602058,58.728365240173,16.4952771041945,99.7947379860859
"6",0.1,0,0.914812088458612,4,1.240694400262,12.0347199460687,0.551457246684637,3.58273037434921,0.134215267980508,0.406031287716982,0.11404367579622,0.482688915279357,1.12068423437948e-17,8.83139279401021,256.510505210023,2488.14864706033,114.012424750957,740.720662688207,27.7486754105674,83.9459666468761,23.578248510124,99.7947419537319,2.31698699599906e-15,1825.86866421042,7.20991991121883,3.65960520803144,18.7026021909581,1.93658277334465,0.230170672942474,11.0185811725657,0.501864998808335,9.97947419537319,2.31698699599906e-16,46.5559374490727,10,1e-05,26.6054808325192,4.87565146394959,5.97284995697665,11.999506476952,1.52813027771923,58.7283654553843,16.4952772671653,99.7947385723154
"7",0,0.2,0.813161221724948,4,1.24069440804026,12.0347203963433,0.551457287116966,3.58273017316823,0.134215268095921,0.406031268154807,0.114043660073206,2.77555756156289e-20,1.08608403806818,8.83139347293684,228.007915222228,2211.67395457755,101.343751978582,658.414217307695,24.6653352116586,74.6181673481122,20.9583093218556,5.10076525766618e-18,199.594481663876,1622.98435555307,6.40877764116044,3.25296223962695,16.6244328583834,1.72139607546396,0.20459488467736,9.79423340141694,0.446099403951525,5.10076525766618e-19,19.9594481663876,41.3828015731181,10,1e-05,26.6054796544012,4.87565139541078,5.97284926663471,11.9995056208232,1.52813022527193,58.7283626259113,16.4952749929886,99.7947462441863
"8",0.04,0.16,0.813166303393509,4,1.24069440816748,12.0347204088621,0.55145728749586,3.5827301808135,0.134215268067866,0.406031268924258,0.114043660730257,0.217210020661895,0.868840082674618,8.83139347824672,228.009340129903,2211.68777823823,101.344385373247,658.418333324595,24.6654893469798,74.618633799009,20.9584404168559,39.9178985209354,159.67159408871,1622.99449900539,6.4088176748138,3.25298258010635,16.6245368378006,1.72140684034431,0.204596161010576,9.79429460189522,0.446102193183585,3.99178985209354,15.967159408871,41.383060154069,10,1e-05,26.6054793546766,4.8756514090388,5.97284927887378,11.9995056067449,1.52813021904293,58.7283627372046,16.4952750880243,99.794746304188
"9",0.08,0.12,0.813161222491385,4,1.24069440788058,12.0347203886187,0.551457288447192,3.58273016434157,0.134215267776641,0.406031267392478,0.114043659081752,0.434422749807776,0.65166128320087,8.83139347350108,228.007915407789,2211.67395524256,101.343752318564,658.414216306161,24.6653351762313,74.6181672783462,20.9583091594057,79.8357959544579,119.758684967731,1622.98435718649,6.40877764110078,3.2529622917203,16.6244331900362,1.72139606483136,0.204594871535467,9.79423340899012,0.446099401255794,7.98357959544579,11.9758684967731,41.3828012888732,10,1e-05,26.6054795625873,4.87565168839088,5.97284935612985,11.9995057051496,1.52813009640194,58.728362515648,16.4952748495847,99.7947462505622
"10",0.12,0.08,0.813161221577317,4,1.24069440789447,12.0347203942614,0.551457287586417,3.58273016050659,0.134215267683613,0.406031267121385,0.114043658674224,0.65166128630665,0.434422753745225,8.83139348278869,228.00791515404,2211.67395379343,101.343752046455,658.414214861273,24.6653351314089,74.6181671446485,20.9583090609533,119.758685403874,79.8357965883175,1622.98435706894,6.40877765082883,3.2529623298645,16.6244328014909,1.72139604692617,0.204594862850004,9.7942334035608,0.446099399712238,11.9758685403874,7.98357965883176,41.3828016610596,10,1e-05,26.6054798560304,4.87565136791554,5.97284936584894,11.9995058138801,1.52812997582463,58.7283624764371,16.4952747906397,99.7947463555122
