"x_C","x_C2","protein","phi","mu","mu_norm","convergence","f.TS","f.LAC","f.EFFLUX","f.ATPS","f.AAS","f.NTS","f.ADPS","f.RNAP","f.DNAP","f.R","v.TS","v.LAC","v.EFFLUX","v.ATPS","v.AAS","v.NTS","v.ADPS","v.RNAP","v.DNAP","v.R","p.TS","p.LAC","p.EFFLUX","p.ATPS","p.AAS","p.NTS","p.ADPS","p.RNAP","p.DNAP","p.R","c.x_S","c.x_W","c.x_LAC","c.S","c.AA","c.NT","c.ATP","c.ADP","c.RNA","c.DNA","c.P"
0.57,1e-04,"LAC",0,0.721569546827701,1,4,1.27238023368515,6.81784760011451e-13,1.07979533954388e-15,13.6190116842954,0.63962553654379,3.5998908470994,0.140376679735026,0.442747267708937,0.0838963376012964,10.4741082315571,170.768614121965,9.15036523786821e-11,1.4492142269077e-13,1827.83392060574,85.8453813890588,483.148318933751,18.8402259157739,59.4219678295089,11.2598898684456,1405.75034059282,21.6775822261456,7.07884411799712e-09,7.28174799194704e-16,3.53093720342704,21.5910612652273,1.41404213132146,0.116151751596474,6.80487684292552,0.246514132448592,42.02804099331,0.57,1e-05,1e-04,10.643861207284,2.0793019329679,3.15436951807473,8.38385694985684,1.63774906219129,52.7046347480718,9.98702002805832,97.4092065534808
0.57,1e-04,"LAC",0.005,0.717967619204001,0.995008204490426,4,1.27233267291717,4.71439801587909e-05,4.51534784044619e-17,13.6189908503,0.639623792355003,3.59989828032757,0.140376836216715,0.442747500801475,0.0838972653647917,10.4740786110566,169.909820761824,0.00629570032215984,6.02988478232252e-15,1818.70696523568,85.4166258773041,480.737533972825,18.7462002575223,59.1253766449659,11.2038066961335,1398.72916677487,21.5686266158491,0.487044654815652,3.02978197741764e-17,3.51329756803995,21.4831845836794,1.40698341219321,0.115572136618565,6.77086833218203,0.245284720125923,41.8180690593224,0.57,1e-05,1e-04,10.6439115800065,2.07930807863918,3.15438718354173,8.383910900266,1.63775819007654,52.7046624954076,9.9871304690248,97.4089310828262
0.57,1e-04,"LAC",0.01,0.71436569136879,0.990016408687726,4,1.27228501135672,9.47632119934339e-05,2.60618064591403e-22,13.6189887744325,0.639623829633776,3.59989603591056,0.140376785342404,0.44274719676215,0.0838971941463401,10.474078770056,169.051077686614,0.0125913792660751,3.46288483244762e-20,1809.58252967598,84.9881093846451,478.325453022117,18.6521468322654,58.8287137608853,11.1475895406469,1391.71198909614,21.4596714190138,0.974089320814469,1.73996207280422e-22,3.49566586941482,21.375370170106,1.39992088340007,0.114992348389331,6.73689823141845,0.244054063403156,41.6082702555608,0.57,1e-05,1e-04,10.6439574848456,2.0793132380572,3.15438712641282,8.38390547478019,1.63775564952878,52.7046263025664,9.98712199118033,97.4089325615209
0.57,1e-04,"LAC",0.015,0.710763763725589,0.985024613151126,4,1.27223687066966,0.000142864922045284,9.90608552390667e-17,13.6189868259573,0.639623881575632,3.59989368930755,0.140376733934016,0.442746879367789,0.0838971180268162,10.4740791677791,168.192335177859,0.0188870370036921,1.30960491332126e-14,1800.45811422568,84.5595948033688,475.913361698107,18.5580934095831,58.5320495344409,11.0913718356514,1384.69484313818,21.3507163282272,1.46113403834438,6.58023482188408e-17,3.47803421488293,21.2675562404209,1.39285831734116,0.114412561382735,6.70292818328033,0.242823402125263,41.3984729743407,0.57,1e-05,1e-04,10.6440038869425,2.07931846065291,3.15438695300545,8.38389977825375,1.6377530384421,52.7045885199416,9.9871129299122,97.4089362603455
0.57,1e-04,"LAC",0.02,0.707161836206173,0.980032817786075,4,1.27218824358131,0.000191456489290139,1.18540020137319e-17,13.6189850044475,0.639623941911427,3.59989133274195,0.140376682126921,0.442746562737826,0.0838970437330599,10.4740797100919,167.333593225541,0.0251826743887204,1.55918179645855e-15,1791.33371839975,84.1310812712938,473.501272290834,18.4640400065731,58.2353858440154,11.0351544747285,1377.67771590667,21.2417602776139,1.94817883597165,7.83424628196195e-18,3.46040264942734,21.1597432502145,1.38579578920697,0.113832792079352,6.66895834915869,0.241592753909467,41.1886766062733,0.57,1e-05,1e-04,10.6440498968334,2.07932363089936,3.15438601990832,8.38389372380639,1.6377505069913,52.7045508283108,9.98710408598345,97.408941303855
0.57,1e-04,"LAC",0.025,0.703559909665559,0.975041023777515,4,1.2721391144948,0.000240545392932388,3.10719528338973e-17,13.6189830438229,0.639624005378487,3.59988880491162,0.140376630452604,0.442746219023983,0.0838969558603177,10.4740802799993,166.474850968533,0.0314782856554878,4.06614234118457e-15,1782.20930928907,83.7025681845861,471.08916428448,18.3699867159125,57.9387191141983,10.9789354516519,1370.66059346646,21.1328063731522,2.4352234927105,2.04306591447546e-17,3.4427709371539,21.0519289134724,1.37873313758167,0.113252988931559,6.63498817139908,0.240362069464369,40.9788805201279,0.57,1e-05,1e-04,10.6440982318744,2.07932907560636,3.15438657291253,8.38388806793199,1.63774772555213,52.7045099126149,9.98709362561222,97.4089466039936
0.57,1e-04,"LAC",0.03,0.699957979705875,0.970049225030576,4,1.27208947646004,0.00029013937307954,1.28950997250398e-20,13.6189810361095,0.639624066864911,3.59988626810955,0.140376574470868,0.442745877331108,0.0838968737015925,10.4740808141029,165.616107470341,0.0377738787109825,1.6788411990059e-18,1773.08488801393,83.2740543482074,468.67705620782,18.2759328444267,57.6420528264804,10.9227172368838,1363.64345894029,21.023852371145,2.92226855383503,8.43545955640629e-21,3.42513916180201,20.9441142219849,1.37167044598196,0.112673203041523,6.60101810488223,0.239131404911385,40.7690841035728,0.57,1e-05,1e-04,10.6441471191263,2.07933455148529,3.15438617132781,8.38388169064946,1.63774490395519,52.704469237495,9.98708384543757,97.4089515711568
0.57,1e-04,"LAC",0.035,0.696356053939005,0.965057432094322,4,1.27203933691949,0.000340246221565626,6.24710446099318e-24,13.6189791595486,0.639624129416547,3.59988383635547,0.140376522089724,0.442745548282019,0.0838967942455556,10.4740813750897,164.757366518915,0.0440694480163798,8.09138876046366e-22,1763.96049703707,82.8455410662301,466.264967943734,18.1818796237832,57.3453889795353,10.866499547688,1356.62633534878,20.9148968135124,3.40931341131802,4.06557091516902e-24,3.40750762599017,20.8363010496565,1.36460792239739,0.11209341664394,6.56704811473398,0.237900744505597,40.5592876895759,0.57,1e-05,1e-04,10.6441949077917,2.07933992547713,3.15438595798474,8.38387576221162,1.63774219443536,52.7044300674915,9.98707438699094,97.4089567883339
0.57,1e-04,"LAC",0.04,0.692754125966424,0.960065636101246,4,1.27198866885035,0.000390873958030857,0,13.6189771558147,0.639624186504652,3.59988137429292,0.140376468409482,0.442745215173658,0.0838967142091791,10.474081834671,163.898624126324,0.0503649957715188,0,1754.83608660076,82.4170267340369,463.852877555785,18.0878262483431,57.0487248688006,10.8102818557589,1349.60919364217,20.8059410511023,3.89635840486306,0,3.38987606359755,20.7284878645418,1.35754539270606,0.111513627965368,6.53307807297555,0.236670083264616,40.3494905014244,0.57,1e-05,1e-04,10.6442431783194,2.07934541493654,3.15438577814034,8.3838697942821,1.63773944087785,52.7043904142723,9.98706485946068,97.4089610624406
0.57,1e-04,"LAC",0.045,0.689152198177097,0.955073840362134,4,1.27193747261404,0.000442030734797972,4.26327799604256e-20,13.6189751650147,0.639624247148335,3.59987886983058,0.140376412903644,0.442744879543795,0.08389663107245,10.4740823530628,163.039881966416,0.0566605201739019,5.46476816848776e-18,1745.71168097138,81.9885128029141,461.440785154595,17.9937727156057,56.7520608962824,10.7540638765211,1342.59205921522,20.6969855827952,4.38340346290209,2.74579986677642e-20,3.37224446728491,20.62067429055,1.35048284649991,0.110933841106754,6.49910817143199,0.235439420239606,40.1396938006739,0.57,1e-05,1e-04,10.6442921860131,2.07935090940916,3.15438548511345,8.38386347242159,1.63773664883011,52.7043504608934,9.98705496286445,97.4089658834843
