"","phi","mu","convergence","f.TS","f.ATPS","f.EAA","f.ENT","f.ADPS","f.RNAP","f.DNAP","f.GFP","f.R","v.TS","v.ATPS","v.EAA","v.ENT","v.ADPS","v.RNAP","v.DNAP","v.GFP","v.R","p.TS","p.ATPS","p.EAA","p.ENT","p.ADPS","p.RNAP","p.DNAP","p.GFP","p.R","c.x_S","c.x_W","c.S","c.AA","c.NT","c.ATP","c.ADP","c.RNA","c.DNA","c.P"
"43",0.42,0.589545569964315,4,1.24069440687793,12.0347203435559,0.551457295402407,3.58273001573517,0.134215268425685,0.406031248183632,0.114043649576191,3.14580033506594,8.83139357868446,165.306771423491,1603.47363053243,73.4746804495522,477.353269668996,17.8824798243571,54.0985067412256,15.1948678161866,419.137939245867,1176.67102516899,4.64639293318081,2.35841230314686,12.0527891791839,1.24801987751469,0.148332228221269,7.10086349609084,0.323424070834331,41.9137939245867,30.002719426375,10,1e-05,26.6054823251211,4.8756518339828,5.97284931774325,11.9995056211235,1.52813025245375,58.7283597372805,16.4952734747003,99.7947474391343
"44",0.43,0.57937590894753,4,1.24069440225353,12.0347201295939,0.551457269715938,3.58273020333673,0.134215267865489,0.406031269958107,0.114043662484003,3.27727055678004,8.83139316234968,162.455229029176,1575.81368256685,72.2072388565512,469.118950384269,17.57400697601,53.1653103570403,14.9327580381707,429.12238334052,1156.37339560031,4.56624259907819,2.31772965996096,11.8448780661971,1.2264916087479,0.145773488975222,6.97837361233698,0.317845025068095,42.912238334052,29.4851703401349,10,1e-05,26.6054813602779,4.8756516743402,5.97284966176175,11.9995059769498,1.52813028722673,58.7283628867407,16.4952753416862,99.7947427345514
"45",0.44,0.569216412423533,4,1.24069440710655,12.0347203546033,0.55145729389655,3.58273004434379,0.134215268878563,0.406031252449111,0.11404365035767,3.41330035604473,8.83139356076525,159.606537967932,1548.18143791752,70.941070590668,460.892815810284,17.2658426486345,52.2330415443072,14.6709069586785,439.096887801336,1136.09616001515,4.48617246766641,2.27708773737301,11.637175747554,1.2049847253128,0.143217325878555,6.85600618988506,0.312271518065219,43.9096887801336,28.9681427447787,10,1e-05,26.6054818100151,4.87565173664343,5.97284930323482,11.9995056677459,1.52813030701412,58.7283603542394,16.4952735877334,99.7947472366473
"46",0.45,0.559046751835387,4,1.24069440071069,12.0347200272327,0.551457261245416,3.58273023430612,0.134215268426182,0.406031271299469,0.11404366595927,3.55441740775623,8.83139302283831,156.754995490712,1520.52147774684,69.6736282926152,452.658496243227,16.9573698284439,51.2998447201648,14.4087974709562,449.08132446296,1115.79851789348,4.40602217632818,2.23640505793644,11.429264397014,1.18345644593317,0.140658589185762,6.73351618062046,0.306692475391502,44.908132446296,28.4505933893673,10,1e-05,26.6054819423082,4.87565165177668,5.97284977631242,11.9995062246835,1.52813035926732,58.7283630807552,16.4952758443489,99.7947411580729
"47",0.46,0.548882173154246,4,1.24069436273873,12.0347181244588,0.551457108192519,3.5827308155125,0.134215266922005,0.406031322512881,0.114043715334596,3.70068837072441,8.83139043110839,153.904874077097,1492.8751456641,68.4068045638109,444.428339141011,16.6490510275698,50.3671181553211,14.1468230814809,459.060663770308,1095.51076642689,4.32591214368129,2.19574227555213,11.2214536948414,1.16193898676884,0.138101131145699,6.61108685572737,0.301116260883815,45.9060663770308,27.9332941458935,10,1e-05,26.60549022382,4.87565220567954,5.97285234020345,11.9995092868868,1.52813065402522,58.7283704882631,16.495282985996,99.7947118715248
"48",0.47,0.538717594258856,4,1.24069440036432,12.0347200092566,0.551457260006482,3.58273023713498,0.13421526843476,0.406031271501023,0.114043666164468,3.85248125117633,8.83139300108714,151.054761981882,1465.22928287823,67.1400186290835,436.198038015487,16.3407325944195,49.4343788895783,13.8848364617076,469.040271532799,1075.22365487904,4.24580173490865,2.15508049195214,11.0136509723174,1.14042127528078,0.135543685194774,6.48865881614868,0.29553992052707,46.9040271532799,27.4160168626753,10,1e-05,26.6054820559213,4.87565166672321,5.97284980391964,11.9995062503867,1.52813036732395,58.7283631099079,16.4952758740286,99.7947409122847
"49",0.48,0.528553015553357,4,1.24069440124559,12.0347200490103,0.551457263397069,3.58273022230071,0.134215268369807,0.406031270469047,0.114043664670218,4.01011128040503,8.83139305810415,148.204645377826,1437.58319155333,65.8732142909149,427.967807017928,16.0324139716172,48.5016458458748,13.6228557677611,479.01974865155,1054.93623172193,4.16569151222068,2.11441822140318,10.8058443561222,1.11890368641703,0.132986233289675,6.36623016115887,0.289963641073789,47.901974865155,26.8987288797364,10,1e-05,26.6054819498743,4.87565165984535,5.97284975254208,11.9995061607856,1.52813036180954,58.7283629606429,16.4952756579003,99.7947415565769
"50",0.49,0.51838843673786,4,1.24069440050513,12.0347200142988,0.551457261212736,3.58273022442556,0.134215268438991,0.406031270101061,0.114043665180944,4.17392289735202,8.83139301942814,145.354528548883,1409.93709102259,64.6064092703255,419.737577986319,15.7240953614916,47.5689128746092,13.3608753127393,488.999220675925,1034.64879687234,4.08558129661948,2.0737559308,10.5980375981576,1.09738609962496,0.130428781647849,6.24380145853272,0.284387364103275,48.8999220675925,26.3814405224597,10,1e-05,26.6054822057162,4.87565169063271,5.97284979588822,11.9995062282211,1.52813037034391,58.7283629074175,16.4952757317718,99.794741119538
"51",0.5,0.508223858153833,4,1.24069436130009,12.0347180487489,0.551457100671947,3.58273085989811,0.134215267030199,0.406031327087111,0.114043718507178,4.34428572442011,8.83139030612485,142.504407370258,1382.2907695075,63.3395861000201,411.507421877793,15.415776588311,46.6361865138784,13.0989009276517,498.978541303955,1014.3610554585,4.00547123699758,2.0330931756446,10.3902270667135,1.07586865020024,0.127871322635022,6.12137217150564,0.278811150193394,49.8978541303955,25.8641415549254,10,1e-05,26.6054902199198,4.87565220080711,5.97285247089041,11.9995094402584,1.52813068763055,58.7283711498798,16.4952834448783,99.7947104592108
"52",0.51,0.498059278515541,4,1.24069439984814,12.0347199892317,0.551457259302717,3.58273023150341,0.134215269351845,0.406031270045519,0.114043665371958,4.52160493128586,8.8313929848835,139.65429482814,1354.64489382397,62.0727994623059,403.277119733359,15.1074582095277,45.7034469594781,12.8369142869401,508.958167496731,994.073931344452,3.92536084351943,1.99243136583472,10.1824241816746,1.05435092784518,0.125313877312032,5.9989440786349,0.273234808689394,50.8958167496731,25.3468638960002,10,1e-05,26.6054821767021,4.87565172739377,5.97284986288936,11.9995064794145,1.52813037998529,58.7283628993839,16.4952757594,99.7947407291836
"53",0.52,0.487894700237445,4,1.24069439881284,12.034719933223,0.551457254691041,3.58273025008005,0.134215268554761,0.406031272041929,0.114043667468622,4.70631107789112,8.83139290792205,136.804178125685,1326.99879278308,60.8059942655024,395.046892915142,14.7991395174518,44.7707143017431,12.5749340155096,518.937636561239,973.786493780677,3.8452506329316,1.95176907221485,9.97461737209955,1.03283334853209,0.122756425032737,5.87651538491229,0.267658534157747,51.8937636561239,24.8295754335144,10,1e-05,26.605482495555,4.87565172875223,5.9728499156768,11.9995063938918,1.52813038933301,58.7283631881446,16.4952760626615,99.7947398595192
"54",0.53,0.477730121459932,4,1.24069440020204,12.0347199936493,0.551457261677174,3.58273020544446,0.134215268167544,0.406031268822043,0.114043662847529,4.89887725513251,8.83139301694467,133.954061549718,1299.35270321233,59.5391902798255,386.816658782364,14.4908208581416,43.83798102582,12.3129529962781,528.917117101256,953.499075653855,3.76514041838963,1.91110682574436,9.76681084057147,1.01131574519948,0.120198968349361,5.75408676020755,0.262082250548454,52.8917117101256,24.3122875723389,10,1e-05,26.6054826055128,4.87565182927158,5.97284985859707,11.9995063004933,1.52813027233027,58.7283627224203,16.4952753942666,99.7947410914748
"55",0.54,0.467565542507914,4,1.24069439959731,12.0347199656919,0.551457259623642,3.58273021711975,0.134215268421099,0.406031269726905,0.114043663801561,5.09981588456722,8.83139297590512,131.10394470774,1271.70660354984,58.2723852850834,378.586430663723,14.1825022630274,42.9052481845385,12.0509725829025,538.896588851341,933.211640820802,3.68503019161228,1.87044451900589,9.5590041553236,0.98979816771744,0.117641520703669,5.63165806914349,0.256505974213902,53.8896588851341,23.7949991448734,10,1e-05,26.6054825762215,4.87565192166976,5.97284988252034,11.9995062938536,1.5281303765153,58.7283628532996,16.4952755322577,99.7947406277279
"56",0.55,0.457400963782293,4,1.24069439871364,12.0347199304731,0.551457255105026,3.58273024317705,0.134215268717046,0.40603127059933,0.114043667399715,5.30968519943508,8.83139291201184,128.253827903185,1244.06050388093,57.0055800731695,370.35620416146,13.8741836779976,41.9725153565215,11.7889924443087,548.876058838093,912.924204265718,3.60491996691059,1.82978223015299,9.35119730711595,0.968280589735883,0.115084069386545,5.50922932772107,0.250929701355123,54.8876058838093,23.2777108295464,10,1e-05,26.6054825773047,4.87565176685528,5.97284992418576,11.9995064137021,1.5281304035801,58.7283629794872,16.4952760526947,99.7947399057338
