"","convergence","mu","x_C","x_W","C","AA","NT","ATP","ADP","RNA","DNA","P","tau TC","tau ATPS","tau EAA","tau ENT","tau ADPS","tau RNAP","tau DNAP","tau Q","tau R","v TC","v ATPS","v EAA","v ENT","v ADPS","v RNAP","v DNAP","v Q","v R","p TC","p ATPS","p EAA","p ENT","p ADPS","p RNAP","p DNAP","p Q","p R","q TC","q ATPS","q EAA","q ENT","q ADPS","q RNAP","q DNAP","q Q","q R"
"1",4,0.982546491829885,10,1e-05,36.4129502619061,5.98430360303221,7.80960798107081,15.0749132140595,2.12642573670796,62.1775810171355,19.7259393834417,139.688279428911,0.0217470266522584,0.00110376674208873,0.111556682898498,0.00261421415710714,0.00590460544721103,0.12825498584187,0.0222698771360408,0.1,0.0167643581947082,354.730725817257,3538.73945315437,170.580131194359,909.217247529936,39.3373231092818,95.4568189044608,30.2838320925775,474.94014216158,2745.00457805258,7.71433854872286,3.90594291730904,19.0293536044333,2.37688860037875,0.232271372309766,12.2428129571016,0.674417219910191,47.494014216158,46.0182399925873,1.24924567748362,12.462283765831,0.600727470303547,3.20196598068436,0.138533195129431,0.336167717436935,0.106649758777258,1.6725839530587,9.66700895701805
"2",4,0.976328444062082,8,1e-05,35.1680706020424,5.89690955691235,7.7507287617292,15.0616985390158,2.14013011957115,62.3127712812005,19.6461132071139,141.023578920462,0.0232127080951537,0.00110954475789382,0.112526605292351,0.00263298589868269,0.00584044840869787,0.128552307270299,0.02232150329028,0.1,0.0167812889484103,353.008147750686,3542.46132260437,170.979718192652,904.606980670125,39.2787097351313,95.058954734642,29.9704049052641,479.480154295709,2753.70662766961,8.19427508894756,3.93051939053729,19.2397672620619,2.38181742395436,0.229405277768253,12.2200479578411,0.668984491703877,47.9480154295709,46.2107465980763,1.25109689012452,12.5548443352838,0.605969564918568,3.20601942904906,0.139207754582574,0.33689863365701,0.106218172616316,1.69932658421089,9.75941722632952
"3",4,0.968770478007166,6.4,1e-05,33.7213714924752,5.79191320624327,7.68011508766744,15.044598692246,2.15636727186307,62.4654276020988,19.5494264231714,142.590781315343,0.024986328993547,0.00111684449181333,0.113729021666915,0.0026565512161045,0.00576542146451326,0.12891582405258,0.0223846234413224,0.1,0.0168045443755608,350.881983890074,3545.36573444852,171.376321774525,898.84807964226,39.1946642771671,94.5541596203238,29.5920424699089,484.808657482024,2762.75478748561,8.76725268738583,3.95962219198256,19.4904614122911,2.38783595906684,0.22597375871797,12.1895274050532,0.662406727548531,48.4808657482024,46.4268354250948,1.25326332634321,12.6631661283875,0.612113670535139,3.21046216645474,0.139993609196808,0.337723981412731,0.10569542832597,1.73161615190324,9.86787413947012
"4",4,0.959639167797861,5.12,1e-05,32.0676447066766,5.66709993234384,7.59608819719391,15.0223594827047,2.17534414917935,62.6332192011607,19.4328670371353,144.405375117592,0.0271197055516098,0.00112606282464935,0.115214843885981,0.00268610418986475,0.00567913664005065,0.129358891798611,0.0224615566240934,0.1,0.0168364063681988,348.267724126349,3546.60033604781,171.730835866963,891.670489073843,39.0750286958528,93.9145161729733,29.1383442991297,490.978262886432,2771.54108006768,9.44491813143586,3.99369479231234,19.785941444821,2.39511983668,0.221912427177648,12.1486777359385,0.654492570407232,49.0978262886432,46.6627918901761,1.25576223921783,12.7881123373648,0.619216436240326,3.21513035068848,0.14089432391617,0.338631159175826,0.105065241333993,1.77033908139552,9.99345156523128
"5",-1,0.952131027095401,4.096,1e-05,32.0676447066766,5.66709993234384,7.59608819719391,15.0223594827047,2.17534414917935,62.6332192011607,19.4328670371353,144.405375117592,0.0303893898075047,0.00112606282464935,0.115214843885981,0.00268610418986475,0.00567913664005065,0.129358891798611,0.0224615566240934,0.1,0.0168364063681988,345.542905087474,3518.85201643769,170.387227433806,884.694129920474,38.7693087719001,93.1797364504571,28.9103682054313,487.136887916234,2749.85676257619,10.5008380379208,3.9624484411529,19.6311378089511,2.37638060912813,0.220176201955935,12.0536274453178,0.649371872469684,48.7136887916234,46.2977059090724,1.25576223921783,12.7881123373648,0.619216436240326,3.21513035068848,0.14089432391617,0.338631159175826,0.105065241333993,1.77033908139552,9.99345156523128
"6",4,0.935644221007314,3.2768,1e-05,28.1786485639698,5.35131606749509,7.38108147193239,14.9553833284278,2.22177233640784,62.992037778873,19.1261054412934,148.793654570228,0.0326991298857412,0.00115231705211085,0.119282703524676,0.00276930999467494,0.00547483653336458,0.130549719278845,0.0226683289495586,0.1,0.0169384162043801,341.180036625817,3538.94285838364,172.068435578766,871.743885868085,38.6731374912515,92.0908376832452,27.9612969164417,505.898423380863,2784.35846042384,11.1562903320495,4.07798420216139,20.5247881870967,2.41412905593125,0.211729105996935,12.0224330077013,0.633835876358178,50.5898423380863,47.162622464846,1.26175498490221,13.0877493214729,0.636344988068402,3.22389083614058,0.143021334114315,0.340571138510343,0.103406711944709,1.87091795835358,10.2971387245832
"7",4,0.920259989616495,2.62144,1e-05,25.9993204209196,5.15897841167644,7.24696821590726,14.905957391228,2.24893248540376,63.1642795762229,18.9278996042048,151.347663601928,0.0362789618468741,0.00117065957169794,0.12200970716383,0.00282682935269385,0.00536018167826043,0.131338245867514,0.0228052467475911,0.1,0.0170165998195185,336.487291415518,3526.60773427684,171.88264062131,858.238829065792,38.3554264396039,90.8243113546067,27.216544833168,514.58205757273,2785.58398669582,12.2074096072216,4.12845709975518,20.9713506487519,2.42609471362478,0.205592054063431,11.928705735439,0.620680020537274,51.458205757273,47.4011679652618,1.26520320386431,13.260160243823,0.646284341640103,3.22700602345756,0.144217655926398,0.341502376601551,0.102335097341072,1.93484534037912,10.4738867544587
"8",4,0.90228199890773,2.097152,1e-05,23.7235553171094,4.94458838535098,7.09331380684189,14.8420515774866,2.27820061163612,63.3140069641874,18.6938816092581,154.110402364178,0.0404927298445485,0.0011935605132565,0.125311007611827,0.00289816247082331,0.00524107248623755,0.132289118956187,0.0229703539885902,0.1,0.0171194407786737,330.876087052516,3505.82943971443,171.32266336926,841.834945082885,37.9324676610892,89.2610761914139,26.3549263527278,523.975372893854,2781.02083795249,13.3980760050388,4.18441958545529,21.4686155735438,2.43977444446682,0.19880681259363,11.8082691264433,0.605381987665383,52.3975372893854,47.6095215395851,1.2688937123704,13.4446855084775,0.657014087274616,3.22839609892937,0.145469169859381,0.34231188886347,0.10106986164175,2.00942008842247,10.665079748386
"9",4,0.881483772853417,1.6777216,1e-05,21.4078781427101,4.71033630088295,6.91907122275757,14.7603745776435,2.30894949253659,63.4246854756409,18.4193053650168,157.049399428061,0.0454432027944969,0.00122201401816941,0.129284432783968,0.00298627663084321,0.00512141945674057,0.133433551946348,0.0231690704900502,0.1,0.0172526546391013,324.236033109738,3474.36113752372,170.275881572563,822.142435433614,37.3827796144283,87.3559860079833,25.3692481038972,533.967963212127,2768.7299426442,14.734323805889,4.24571801423702,22.0140207658988,2.45514474215993,0.191452894864378,11.6562194968207,0.587781897598767,53.3967963212127,47.7679414893792,1.27276760452136,13.63838022516,0.668406974444829,3.22726702546365,0.146743686702158,0.342910280469512,0.0995853447503072,2.09605674887662,10.8684705486547
"10",4,0.857672814725722,1.34217728,1e-05,19.1106647418553,4.45946790357267,6.72353006085726,14.6575912387724,2.34042203600798,63.4783204980366,18.0994748382653,160.130529294585,0.0512614000905292,0.00125719154854468,0.134042132644648,0.00309470954917629,0.00500553073668775,0.134808445418164,0.0234078035770449,0.1,0.0174225405554797,316.467970836317,3430.02634278644,168.632286529364,798.822796733387,36.6862153252723,85.0681715868947,24.2553555149881,544.443798588095,2746.79203567213,16.2225912688784,4.31220012943673,22.6038313191393,2.47212453715052,0.183633978423396,11.4679079661949,0.567764597586234,54.4443798588095,47.8560956389664,1.27676296017002,13.8381479026269,0.680332536529671,3.22278224843211,0.148007397880892,0.343200262208243,0.0978561572138046,2.19651193798401,11.081697529037
