"reaction","phi","rel_phi","mu","mu_norm","convergence","f.TS","f.ATPS","f.AAS","f.NTS","f.ADPS","f.RNAP","f.DNAP","f.R"
"TS",0.0854,0.999688058160622,0.892561828818636,0.999999968956936,4,1.24112989898615,12.0564949503218,0.550138187634938,3.58175152643428,0.13314086664402,0.407444748464484,0.11290045843328,8.85545626369911
"TS",0.085114381270903,0.996344619839015,0.892558356469261,0.999996078639028,4,1.24144978491994,12.0724892410201,0.551227795187998,3.57973122713278,0.133214727702174,0.407305617153858,0.112651104942467,8.87425341363049
"TS",0.084828762541806,0.993001181517407,0.892548946322769,0.999985535788217,4,1.24177077048053,12.088538465,0.552322850862012,3.57767715425983,0.13328849261056,0.407162348854272,0.11239987650762,8.89314294028404
"TS",0.084543143812709,0.9896577431958,0.892533526695081,0.999968260091777,4,1.24209286020061,12.1046429729988,0.553423388678002,3.57558898623151,0.133362159604936,0.4070148863234,0.112146779741813,8.91212554534924
"TS",0.084257525083612,0.986314304874192,0.892512026774564,0.999944172214438,4,1.24241606278657,12.1208031090695,0.554529450214677,3.57346644840491,0.133435727484549,0.406863180067037,0.111891811738479,8.93120187128807
"TS",0.0839719063545151,0.982970866552585,0.892484373978717,0.999913190836907,4,1.24274038290786,12.1370191380793,0.555641076132852,3.57130916680902,0.133509196846054,0.40670719119376,0.111634936655324,8.95037257811716
"TS",0.0836862876254181,0.979627428230977,0.892450495545665,0.999875234438923,4,1.2430658287462,12.1532914079937,0.556758300311206,3.56911693899615,0.13358256552254,0.40654686491809,0.111376176103432,8.96963824032742
"TS",0.0834006688963211,0.97628398990937,0.89241031673787,0.99983021928675,4,1.24339240432617,12.1696201987763,0.557881160683291,3.56688944229538,0.133655833027756,0.406382155826551,0.111115513749818,8.98899948238344
"TS",0.0831150501672241,0.972940551587762,0.892363762901094,0.999778061739981,4,1.24372011636755,12.186005813031,0.559009693431261,3.56462640158651,0.133728998842954,0.406213018108888,0.11085294343234,9.00845690384541
"TS",0.0828294314381271,0.969597113266155,0.892310758451533,0.999718677116749,4,1.2440489714428,12.2024485702513,0.56014393729827,3.56232749103277,0.133802062002381,0.406039401341843,0.110588457946185,9.02801117595615
"TS",0.0822581939799331,0.96291023662294,0.892185089295585,0.999577881097931,4,1.24471013334791,12.2355066566378,0.562429709356108,3.55762097194056,0.133947876368225,0.405678533181789,0.110053716941236,9.06741257966787
"TS",0.0819725752508361,0.959566798301333,0.892112268506914,0.999496294832354,4,1.24504245305066,12.2521226546258,0.563581309978743,3.55521278226428,0.134020626547335,0.405491186506368,0.109783456293795,9.08726101174764
"TS",0.0805444816053512,0.942849606693296,0.89164509983688,0.998972892822041,4,1.24672168410259,12.3360842054662,0.569428026437401,3.54261023923128,0.134382779197229,0.404483305667706,0.108402898292164,9.18800568167926
"TS",0.0802588628762542,0.939506168371688,0.891530477839353,0.998844473713955,4,1.24706110044925,12.3530550238462,0.570615376693772,3.53997534743654,0.134454885072865,0.404267144094038,0.108120907062706,9.20845953853128
"TS",0.0799732441471572,0.936162730050081,0.891408596965521,0.998707921974777,4,1.24740172326971,12.3700861233594,0.571808822263097,3.53730162414226,0.134526881346299,0.404045999780313,0.107836944099781,9.22901657458518
"TS",0.0796876254180602,0.932819291728473,0.891279370466466,0.998563140413577,4,1.24774355466636,12.3871777345801,0.573008397664429,3.53458875196597,0.134598767448301,0.403819821018707,0.107551000361301,9.2496773569358
"TS",0.0794020066889632,0.929475853406866,0.89114271233255,0.998410032667692,4,1.2480866040329,12.4043302016262,0.574214140405267,3.53183647734709,0.134670541600683,0.403588559805015,0.10726307652331,9.27044250768216
"TS",0.0791163879598662,0.926132415085259,0.890998533951362,0.998248499458387,4,1.24843087745268,12.4215438704015,0.575426092501422,3.52904446142087,0.134742209160987,0.403352154370386,0.106973167716951,9.29131273202155
"TS",0.0788307692307692,0.922788976763651,0.890846746679613,0.998078441472334,4,1.24877638062801,12.4388190318456,0.576644295907472,3.52621236030543,0.13481375792495,0.403110555218983,0.10668126629584,9.31228869742091
"TS",0.0785451505016722,0.919445538442044,0.89068726123711,0.997899758682635,4,1.24912311806236,12.4561559125253,0.577868784241764,3.52333984896165,0.134885196935506,0.402863701348799,0.10638736187723,9.33337096665257
"TS",0.0782595317725752,0.916102100120436,0.890519983460991,0.997712345591995,4,1.24947110230907,12.4735551161553,0.579099602413534,3.52042678416482,0.134956525298841,0.402611558710371,0.106091463892141,9.35456032008434
"TS",0.0779739130434783,0.912758661798829,0.890344825009668,0.997516103225102,4,1.2498203341918,12.4910166914713,0.580336791520428,3.51747260897008,0.135027736673875,0.402354044343587,0.10579355555386,9.37585738472672
"TS",0.0776882943143813,0.909415223477221,0.890161690467143,0.997310924680684,4,1.25017082127603,12.5085410456911,0.581580382130821,3.51447721226114,0.135098835531306,0.402091125538272,0.105493641814598,9.39726269727991
"TS",0.0774026755852843,0.906071785155614,0.88997048633715,0.99709670520828,4,1.25052256813301,12.5261284120647,0.582830406579548,3.51144031404021,0.135169821823202,0.401822748345868,0.1051917223816,9.41877678878015
"TS",0.0771170568561873,0.902728346834006,0.889771117711283,0.996873338475309,4,1.25087558533921,12.5437792670319,0.584086927735198,3.50836138858986,0.135240690477461,0.401548840315591,0.104887778443505,9.4404007012427
"TS",0.0768314381270903,0.899384908512399,0.889563489832332,0.996640718318586,4,1.25122987205872,12.5614935992052,0.585349952634115,3.50524036000767,0.135311444269224,0.401269361782872,0.104581824388916,9.46213449882064
"TS",0.0765458193979933,0.896041470190792,0.889347499350465,0.996398728948002,4,1.25158544563939,12.5792722814486,0.586619555394985,3.50207683774175,0.135382085249671,0.400984254922514,0.104273847743252,9.48397949433399
