"x_C","x_C2","protein","phi","mu","mu_norm","convergence","f.TS","f.LAC","f.ATPS","f.AAS","f.NTS","f.ADPS","f.RNAP","f.DNAP","f.R","v.TS","v.LAC","v.ATPS","v.AAS","v.NTS","v.ADPS","v.RNAP","v.DNAP","v.R","p.TS","p.LAC","p.ATPS","p.AAS","p.NTS","p.ADPS","p.RNAP","p.DNAP","p.R","c.x_S","c.x_W","c.x_LAC","c.S","c.AA","c.NT","c.ATP","c.ADP","c.RNA","c.DNA","c.P"
0.25,0.001,"LAC",0.05,0.623566343227796,0.951329786927747,4,1.27690258152387,0.00495365790571814,14.0928119560877,0.735738970370423,2.97002047368299,0.139449769904231,0.334833049544152,0.0726527355823175,11.6143930502728,179.948764992688,0.698099162166648,1986.04352709953,103.68474540724,418.55308617548,19.6520973767894,47.1866801869092,10.238658947479,1636.76988031619,44.987191248172,6.56213212436649,3.5498259336809,16.0312127888478,1.29229640358968,0.0746996265290894,9.01274058845078,0.316131187787402,49.416411566659,0.25,1e-05,0.001,12.3542127879312,8.78583754201594,3.92524370300947,9.53869046407041,1.21463014376931,48.4302522860662,10.5084916746264,131.242641468083
0.25,0.001,"LAC",0.055,0.620376166206957,0.946462766026992,4,1.27637919041697,0.00547704419865282,14.0928117324863,0.735738963044171,2.9700204587826,0.139449768969219,0.334833047096516,0.0726527345727219,11.6143928314971,178.954761703652,0.767909056156021,1975.88286009084,103.154291292268,416.411758705326,19.5515567496548,46.9452719094315,10.186277636141,1628.39610446342,44.738690425913,7.2183451278666,3.53166484608503,15.9491963409856,1.28568495807298,0.0743174602198276,8.96663110153508,0.314513847823689,49.1635948874156,0.25,1e-05,0.001,12.3542138614894,8.78583885288178,3.92524405583357,9.53869065035433,1.21463011517877,48.4302519320401,10.5084915285985,131.242638995917
0.25,0.001,"LAC",0.06,0.617185989721032,0.941595745942318,4,1.27585041112837,0.00600584178376562,14.092812584097,0.735739019582588,2.97002028160629,0.139449769653737,0.334833027232996,0.0726527231935185,11.6143939058658,177.960761712584,0.837719037625217,1965.72234508317,102.623846184906,414.270408980806,19.4510163666253,46.7038612467234,10.1338948886471,1620.02251070319,44.4901904281461,7.87455895367704,3.51350439465082,15.8671825666111,1.27907356132826,0.0739352982132229,8.92052221671294,0.312896500616001,48.9107872163284,0.25,1e-05,0.001,12.3542104289882,8.7858370621242,3.92524335403719,9.53868946635751,1.21462988854325,48.4302490589805,10.5084898827105,131.242651136284
0.25,0.001,"LAC",0.065,0.613995492222008,0.93672823611132,4,1.27531604311841,0.00654018706687671,14.0928115940093,0.735738955307435,2.97002045715593,0.139449769605873,0.334833042139507,0.0726527384041558,11.614392686931,176.966656169084,0.90753585528132,1955.560550869,102.093330854462,412.1288929852,19.3504657640452,46.4624311456645,10.0815105763684,1611.64775455584,44.241664042271,8.53083703964441,3.49534099478325,15.7851557676843,1.27246144788626,0.0735530927560923,8.8744073950769,0.311279027082672,48.6579385551352,0.25,1e-05,0.001,12.3542146433462,8.78583906469618,3.92524409648035,9.5386910450111,1.21463010726566,48.4302512150584,10.5084920827771,131.24263736232
0.25,0.001,"LAC",0.07,0.610805634345517,0.931861702105871,4,1.27477622535847,0.00708000657868012,14.092811597468,0.73573895433611,2.97002047314165,0.139449769302644,0.334833046664664,0.0726527366576752,11.6143926754194,175.972753221178,0.977338787538219,1945.40093241575,101.56293070981,409.987784040319,19.2499352844017,46.2210479917347,10.0291344036552,1603.27484575633,43.9931883052945,9.18698460285926,3.47718176341591,15.7031479341357,1.265850703424,0.0731709657551912,8.82830284141713,0.309661850502015,48.4051482654357,0.25,1e-05,0.001,12.3542147822956,8.78583900127361,3.92524422345596,9.53869078830928,1.21463026992425,48.4302518695771,10.5084918301661,131.242637232239
0.25,0.001,"LAC",0.075,0.607615457098291,0.926994680859734,4,1.27423068303659,0.00762554880908266,14.0928115925861,0.73573895376517,2.97002047818694,0.139449769099468,0.334833048084889,0.0726527360651961,11.6143926637669,174.97875051636,1.04714869950788,1935.24029562422,101.032477517531,407.846459200535,19.1493947537591,45.9796402373994,9.97675314801521,1594.90109865292,43.7446876290899,9.84319777537403,3.45902090666739,15.6211319684351,1.25923929229632,0.0727888007152371,8.78219353656766,0.308044515139371,48.1523326762813,0.25,1e-05,0.001,12.3542146726335,8.78583903024864,3.9252442989482,9.53869108787302,1.21462998889617,48.4302520749984,10.50849174447,131.242637100566
0.25,0.001,"LAC",0.08,0.604424963744095,0.9221271773522,4,1.27367932640576,0.00817690473795643,14.0928115577999,0.735738950602445,2.97002044967242,0.139449765973086,0.334833046054084,0.0726527346987226,11.6143926571196,173.984649234676,1.11696552904988,1925.07864796187,100.501971410718,405.704917590419,19.0488438617835,45.7382080890736,9.92436659717776,1586.52652251575,43.4961623086689,10.4994759730689,3.4408582264834,15.5391073624771,1.25262717904326,0.0724065957485018,8.73607955420536,0.306427015642016,47.8994928101137,0.25,1e-05,0.001,12.3542162143997,8.78583840561121,3.925244548882,9.53869098210284,1.21462949269254,48.4302517812627,10.5084915468232,131.242637025451
0.25,0.001,"LAC",0.085,0.60123478315151,0.917260151002293,4,1.2731221726115,0.00873405731071659,14.0928115714084,0.735738952734904,2.97002047725466,0.139449768702189,0.334833050335903,0.0726527345558656,11.6143926436292,172.990645342852,1.18677550603259,1914.91800306357,99.9715180330337,403.563593577091,18.9483036268387,45.4968004688104,9.87198534996957,1578.15276641153,43.2476613357131,11.1556897567063,3.42269708325737,15.457091781825,1.24601580794222,0.0720244332174938,8.68997041354012,0.304809685400418,47.6466765754076,0.25,1e-05,0.001,12.3542146133328,8.78583907047673,3.92524418108055,9.53869087779236,1.21463011721817,48.430252400585,10.5084915261604,131.24263687301
0.25,0.001,"LAC",0.09,0.598044925269031,0.912393616987707,4,1.27255913426319,0.00929709683214829,14.092811554499,0.735738953184821,2.97002046727654,0.139449769641716,0.334833042929484,0.0726527388906653,11.6143926350116,171.996742311292,1.25657843712544,1904.75838184465,99.4411180841345,401.422481058375,18.847773316501,45.2554156828186,9.81961000690358,1569.77985805185,42.9991855778231,11.8118373089791,3.40453790235577,15.3750839160016,1.23940504224071,0.0716423070972852,8.643865203222,0.303192522337308,47.3938869955737,0.25,1e-05,0.001,12.3542149827224,8.78583928901287,3.92524423447292,9.53869112827602,1.21463010863061,48.4302513293205,10.5084921531458,131.242636775631
0.25,0.001,"LAC",0.095,0.594854428842685,0.907526108793217,4,1.27198994185927,0.00986628932283099,14.0928115538037,0.735738951298048,2.97002048061234,0.139449768830901,0.334833051824783,0.072652733444025,11.6143926216658,171.002640180985,1.32639533338402,1894.59672908336,98.9106116452879,399.280943081935,18.747222645374,45.0139847789998,9.76722285801541,1561.40527298534,42.7506600452461,12.4681161338098,3.38637509019818,15.2930596527374,1.23279297301926,0.071260103821778,8.59775180785806,0.301575016626295,47.1410458015061,0.25,1e-05,0.001,12.3542151090803,8.78583904357116,3.92524421095949,9.538690916111,1.21463013813888,48.4302526159366,10.5084913653438,131.242636624823
