"reaction","phi","rel_phi","mu","mu_norm","convergence","f.TS","f.ATPS","f.AAS","f.NTS","f.ADPS","f.RNAP","f.DNAP","f.R"
"TS",0.0679,1.00059980125811,1.01835607157002,0.999999763430555,4,1.24541756048199,12.2708780305669,0.586974421276532,3.6257187585075,0.138756467005104,0.404918587773097,0.118239958351496,9.03142219252432
"TS",0.0676729096989967,0.997253313628481,1.01835130224799,0.999995080077616,4,1.24589944881295,12.2949724373865,0.588928910103566,3.61757474598035,0.138744842688203,0.404212438737401,0.117559645853473,9.06505909390757
"TS",0.0674458193979933,0.993906825998855,1.01833143467998,0.999975570631106,4,1.24638464661083,12.3192323272933,0.590897354089447,3.60935637175624,0.13873381678835,0.403494535682784,0.116876694637325,9.09894529439765
"TS",0.06721872909699,0.99056033836923,1.01829631883904,0.999941087768366,4,1.24687102790447,12.3435513932338,0.592871123649547,3.60109962095485,0.138723443304738,0.402767972245933,0.116194133673763,9.13293232796624
"TS",0.0669916387959866,0.987213850739604,1.01824581668822,0.999891495940636,4,1.24735858231972,12.3679291153838,0.594850176599447,3.59280467422808,0.138713718345117,0.402032744372535,0.11551200173826,9.16701946662276
"TS",0.0667645484949833,0.983867363109978,1.0181797890365,0.999826658465859,4,1.24784731274739,12.3923656376017,0.59683450128056,3.58447176444274,0.138704651296059,0.401288873086213,0.114830310032266,9.2012066179333
"TS",0.0665374581939799,0.980520875480352,1.01809809674258,0.99974643871083,4,1.24833720858732,12.4168604279614,0.598824073305893,3.57610086600603,0.138696236354671,0.400536320970087,0.114149092992557,9.23549325193448
"TS",0.0663103678929766,0.977174387850727,1.01800060094984,0.999650700321873,4,1.24882826381595,12.4414131910335,0.60081884584325,3.56769234721262,0.138688471060132,0.399775121596079,0.113468387956224,9.26987868467649
"TS",0.0660832775919732,0.973827900221101,1.017887161278,0.999539305449126,4,1.24932047493632,12.4660237473249,0.602818807459586,3.55924624464222,0.138681358620212,0.399005255754077,0.112788216251283,9.30436268736119
"TS",0.0658561872909699,0.970481412591475,1.0177576372762,0.999412116173414,4,1.2498138365492,12.4906918266861,0.604823933679485,3.55076269325797,0.138674897078355,0.398226725287934,0.112108600420759,9.3389448402664
