"kcat","km","phi","mu","convergence","f.TS","f.TS2","f.ATPS","f.AAS","f.NTS","f.ADPS","f.RNAP","f.DNAP","f.R","v.TS","v.TS2","v.ATPS","v.AAS","v.NTS","v.ADPS","v.RNAP","v.DNAP","v.R","p.TS","p.TS2","p.ATPS","p.AAS","p.NTS","p.ADPS","p.RNAP","p.DNAP","p.R","c.x_S","c.x_W","c.S","c.AA","c.NT","c.ATP","c.ADP","c.RNA","c.DNA","c.P"
602,0.1,0.1501,0.811143350667601,4,1.13740363505518,3.65895451089312e-17,6.87018175275008,0.222825252155922,3.69924766523266,0.101201294900074,0.401979317106177,0.162709616028653,3.32323544651043,171.603115581632,5.5203621167455e-15,1036.52261787153,33.618239226362,558.115347179458,15.2685088833092,60.6476901328436,24.5484331024255,501.385382336004,4.63900405704439,9.70419781539517e-18,1.33053679454581,4.84358393011777,0.995111000420831,0.117981550473175,4.80692711397197,0.371973061219335,13.8009721447537,10,1e-05,64.5121347295167,4.35818931794508,6.87583007483002,10.7245813194585,1.40260430536704,47.8516179083193,19.3689526920508,30.906089652547
602,0.1,0.1551,0.796856618094653,4,1.13407523582824,6.16505210884155e-17,6.70376179137073,0.214484915824097,3.66755591807957,0.0999312502241574,0.396008097036804,0.163512608894453,3.18219894106828,168.087336418179,9.13755238732154e-15,993.600272622592,31.7899527859986,543.588014233029,14.8113433257802,58.6944711673695,24.2350754443409,471.650669248834,4.59009921846919,1.60840725912807e-17,1.27276238925374,4.55190073505418,0.965851677550043,0.115005846764618,4.6401800244954,0.366282737869881,13.092367522478,10,1e-05,66.3683202328849,4.38085416096008,6.95336230002504,10.7072517423901,1.39041657790146,47.1408038712611,19.4645409627957,29.594450151935
602,0.1,0.1601,0.7826287354531,4,1.13088297365983,1.41960801573834e-19,6.54414868346298,0.206600154417679,3.63512632831332,0.0986863227718306,0.390045369001381,0.164173330173305,3.04904268320386,164.621441161475,2.06650840872527e-17,952.624818428561,30.0745664729162,529.161503806463,14.3656638715228,56.7784927874253,23.8985384366904,443.845926026696,4.53981112188253,3.642198569608e-20,1.2180055312438,4.28112657444917,0.937214085679946,0.112071798311308,4.47894578486577,0.360410742339388,12.428511315024,10,1e-05,68.1815127587958,4.40031237713327,7.02503036054058,10.684642106643,1.37821149158275,46.4310007259244,19.5431932238302,28.3560969537959
602,0.1,0.1651,0.768481139330752,4,1.12781852970721,1.70343203942483e-25,6.39092648516364,0.199135177830334,3.60213218227127,0.0974665107759941,0.384107410755666,0.164706039501264,2.92315232083393,161.207551972198,2.43484303363924e-23,913.503002805759,28.4638828712189,514.879739682034,13.9316185960776,54.9033499195792,23.5426681896492,417.828061227033,4.48829576789451,4.29679068692206e-26,1.16606350890529,4.02940339284172,0.909226802600563,0.109183193828082,4.32310415773028,0.354394502952387,11.8056452570027,10,1e-05,69.9524464799122,4.4167631759354,7.09127856934292,10.6574054746654,1.36603659853651,45.7241461763545,19.6066069422304,27.1853165837556
602,0.1,0.1701,0.754431535272594,4,1.12487426580265,1.21762700892591e-16,6.24371328991873,0.192057928782626,3.56872012462453,0.0962716982929624,0.37820730364237,0.165123435545595,2.80397664054151,157.847155196891,1.70862615754403e-14,876.144481779444,26.9503878015318,500.778030479636,13.5092553572415,53.0716621133091,23.1708248197956,393.465962733354,4.43569476697686,3.01893559966843e-17,1.11675070940934,3.79507556755273,0.881908589409556,0.106343053652089,4.17252002044279,0.348266477541422,11.2204235720513,10,1e-05,71.681967514553,4.43039544512523,7.15251583277854,10.6261172011525,1.35393005721488,45.0217974255877,19.6562937673476,26.0769827570361
602,0.1,0.1751,0.740494527168373,4,1.12204314742246,1.49574029777309e-17,6.10215737118529,0.185339613403949,3.53501384834346,0.0951016617560325,0.372355471313391,0.165436806046846,2.69101973411886,154.541226643838,2.06011275849307e-15,840.462229534611,25.5271923071215,486.88446391827,13.0985403702225,51.2852570923905,22.7859392014024,370.639481724782,4.38213726543903,3.6443364232919e-18,1.06989688070086,3.57666407572685,0.85527028108464,0.103553741917204,4.0270481249601,0.342054774264862,10.6698583832119,10,1e-05,73.371014579568,4.44138786036804,7.20911672483192,10.5912825461045,1.34192206462774,44.325195305146,19.6935973918166,25.0264835273054
602,0.1,0.1801,0.726682133175589,4,1.11931868273104,1.30964501533169e-17,5.9659341365618,0.178954290908328,3.50111763759977,0.0939560881830921,0.366560157153003,0.165656190686583,2.58383415555302,151.290333181072,1.77015387820585e-15,806.372820521974,24.1879767696231,473.22113181048,12.6993751689445,49.545325350305,22.3905672880675,349.238457562834,4.32774134215831,3.13506540348814e-18,1.02534563185834,3.37284425494474,0.829316437762072,0.100817059991729,3.88653689087236,0.335783727872237,10.1512723011833,10,1e-05,75.020593590061,4.44990893297731,7.26142421255764,10.5533452857802,1.33003628511943,43.6353211074935,19.7197129393308,24.0296576466431
602,0.1,0.1851,0.71300421025969,4,1.11669486924314,1.23195860814878e-16,5.83474346213775,0.172878523698765,3.46711933322284,0.0928345914444437,0.360827813901122,0.165790526815496,2.48201506963675,148.09471466231,1.6338085145249e-14,773.796577697832,22.92693943849,459.805146863282,12.3116105477185,47.8525455911958,21.9869379171554,329.161818191694,4.27261520110997,2.89689430138852e-17,0.982953098567434,3.18242672201906,0.80404666376789,0.0981343308184877,3.75083133378451,0.329474402751212,9.6622583948032,10,1e-05,76.6317571471817,4.45611723082411,7.30975185413789,10.5126953629091,1.31829097849163,42.9529429667895,19.7357043121166,23.0827401476218
602,0.1,0.1901,0.699468803999068,4,1.11416614559579,5.53746665350913e-23,5.70830727995987,0.167091077756157,3.43309274097342,0.091736726599573,0.355163414675804,0.165847766333065,2.38519523971119,144.954349804801,7.20431042980543e-21,742.657613070922,21.7387493149646,446.649476879661,11.9350579893551,46.2071855730767,21.5769930099005,310.31675706226,4.21685822023152,1.27881575400556e-23,0.942586713962956,3.00434093544086,0.779456656178646,0.0955064730261429,3.61977528470284,0.323145010000978,9.20064643577008,10,1e-05,78.2055894963341,4.46016158746831,7.35438665083073,10.469675451766,1.30670009635674,42.2786528830077,19.742518104288,22.182315729314
602,0.1,0.1951,0.686082438840299,4,1.11172735275047,9.79078238627521e-20,5.58636763808075,0.161572663189045,3.39909989378533,0.0906620012998239,0.349570727722179,0.165835008405516,2.29304066122213,141.869010111095,1.24941479753784e-17,712.88382441109,20.6185030267832,433.763670568148,11.5694988949182,44.6091867606428,21.1624265842242,292.617976833293,4.16056176753991,2.22021375549308e-20,0.904124196705902,2.83762106446483,0.755539095701599,0.092934050684843,3.4932130888034,0.316811309685921,8.7644735757794,10,1e-05,79.7431896930593,4.4621815739235,7.39559108485515,10.4245868269722,1.29527384111014,41.6128994280482,19.7409994005927,21.3252781493658
