"","convergence","mu","x_S","x_W","S","AA","NT","ATP","ADP","RNA","DNA","P","tau TS","tau ATPS","tau AAS","tau NTS","tau ADPS","tau RNAP","tau DNAP","tau R","v TS","v ATPS","v AAS","v NTS","v ADPS","v RNAP","v DNAP","v R","p TS","p ATPS","p AAS","p NTS","p ADPS","p RNAP","p DNAP","p R","q TS","q ATPS","q AAS","q NTS","q ADPS","q RNAP","q DNAP","q R"
"1",4,1.13053881481706,10,1e-05,17.8784239958892,10.1563276789849,6.08339585298039,12.4718071918946,1.70245821730256,58.5737216998894,17.0640413145163,102.069823883539,0.0217391304347826,0.0014351219013973,0.131402933654879,0.0025363140533115,0.00320812446216748,0.129229746817189,0.0209561751595441,0.0236076449540855,318.203778555538,3135.10032967129,149.954799923352,925.930399776165,35.4376562045918,103.468540484402,30.1430641307855,2307.87795443765,6.91747344685953,4.49925114618916,19.7045006255589,2.34845028534062,0.113688411751832,13.3712132903434,0.631683331770113,54.4835633457253,1.24540732488697,12.2703662808539,0.586903169642617,3.62396860103748,0.138698279493629,0.404962124584412,0.11797594935368,9.03272777730432
"2",4,1.12880117286766,8,1e-05,17.8496006557542,10.1513688504733,6.07155401270963,12.4568987082344,1.69992124399763,58.5378453395131,17.0295115891853,102.203299600807,0.0222332015810277,0.00143572652034532,0.13143767232767,0.00253716759362046,0.00320885166872402,0.129361769469976,0.0209775842383745,0.0236181691264724,317.757872416405,3132.44036737761,149.89952241703,923.777869066229,35.382153563745,103.246231994357,30.035832273806,2307.34408920673,7.06477483139241,4.49732770884427,19.7024443095239,2.3437792730986,0.113536082506073,13.3561152618976,0.630079201693454,54.4952429318511,1.2455765628383,12.2788281417656,0.587589948546204,3.62110953924613,0.138694223015168,0.404714085588448,0.117737220611071,9.04453978768207
"3",4,1.12663945007907,6.4,1e-05,17.8138467575812,10.145184997419,6.05686822560538,12.4383948513114,1.69677328138024,58.4931019166306,16.9866611400303,102.369168821863,0.022850790513834,0.00143647941496014,0.131480920109228,0.00253823025838312,0.00320975747175038,0.129526387199586,0.0210042790053383,0.0236313072338304,317.202884665349,3129.11844783477,149.829738526261,921.103525096294,35.3131400466252,102.969744026206,29.9028790085676,2306.6628813303,7.24833666787174,4.49491423728668,19.6997518811578,2.33797283850277,0.113346615115623,13.3372989345806,0.628088413758829,54.5094592335889,1.24578682817854,12.2893414107368,0.588443307892277,3.61755423556252,0.138689295900075,0.404404742233342,0.117440964740254,9.05921847981088
"4",4,1.12395327445219,5.12,1e-05,17.7695767903949,10.1374821161109,6.03868865799834,12.4154716106375,1.69287426548618,58.4373318597953,16.9335775336118,102.574997191625,0.0236227766798419,0.0014374160878335,0.131534710048696,0.002539551988785,0.00321088486988726,0.129731530379248,0.0210375454669051,0.0236477020852689,316.512857346034,3124.97086454995,149.741460983645,917.785794420651,35.2274401569323,102.626297646979,29.738359245458,2305.79007940902,7.47691254538402,4.49188339471507,19.6961996527518,2.33076473949959,0.113111254604753,13.3138666508988,0.62562208473748,54.5266368690331,1.24604767886846,12.3023839377463,0.5895021183454,3.61313871551837,0.138683371058237,0.404019163853673,0.117073959718002,9.07743337978979
"5",4,1.12062020704348,4.096,1e-05,17.7148859705471,10.1278887940092,6.01623883462975,12.3871284880167,1.68805493038596,58.3678699091336,16.8679603265656,102.829972720134,0.0245877593873518,0.00143858015373482,0.131601532998046,0.00254119407990511,0.00321228648815174,0.129986979207907,0.0210789696012822,0.0236681537117962,315.656054481631,3119.79438597941,149.629531221151,913.677437244337,35.1211823057232,102.200335097282,29.5352768649331,2304.66690639824,7.76127511675514,4.4880742874033,19.6914756904823,2.32183169446818,0.112819299368589,13.2847128333315,0.622573203201377,54.5472105951233,1.24637071230033,12.3185356208969,0.590813522381282,3.60766341118046,0.138676297779555,0.403538923597439,0.116620300930348,9.09999758585254
"6",4,1.11649179483809,3.2768,1e-05,17.6475107338141,10.1159577690664,5.98859473244753,12.3521777269884,1.68211456007364,58.2814319468098,16.7870646708701,103.145147861929,0.0257939877717391,0.00144002475213853,0.13168442357076,0.00254323115680766,0.0032140268398616,0.13030478832148,0.021130506214294,0.0236936519083713,314.593878777908,3113.3366571134,149.487237364338,908.601507400727,34.9896937052644,101.673032125043,29.285343694442,2303.21422530411,8.11463066226134,4.48328184798351,19.6851406835082,2.31078366274394,0.112457814687256,13.2484829290568,0.618814136923142,54.5715561247648,1.24676985501577,12.3384927503463,0.592434226563634,3.60088687691486,0.138667972553769,0.402941316003939,0.116061011275374,9.12788919132115
"7",4,1.11138939751939,2.62144,1e-05,17.5647896867312,10.1011361967714,5.95467300885111,12.3092158878886,1.67481540402295,58.1739967044683,16.6876546042596,103.533718506308,0.0273017732522233,0.0014418145809764,0.131787063481643,0.00254575379145558,0.00321618448290075,0.13069975881767,0.0211945554839464,0.0237254206215125,313.279717112499,3105.28566369469,149.305828112393,902.347510581525,34.8273703982046,101.021817419804,28.9788787447496,2301.32554067336,8.55309180112611,4.47724614801198,19.6765766476271,2.29715459627342,0.112011248254943,13.203527172091,0.614194453418152,54.5999164395051,1.2472617083129,12.3630854157997,0.59443185134664,3.59251951550904,0.138658339899202,0.40219853916253,0.115373718226352,9.16227597400954
"8",4,1.10510006871615,2.097152,1e-05,17.463637070463,10.082754064428,5.91322596369036,12.2566073459801,1.66588256322023,58.0406582122571,16.565973759732,104.011260994424,0.0291865051028286,0.00144402772698846,0.131913894687259,0.00254887128464459,0.00321885438728559,0.131189980537417,0.0212740508979596,0.023764969380142,311.657754395608,3095.25694471377,149.073874216078,894.668142460437,34.6275623378527,100.219899029213,28.6047792816091,2298.85703344384,9.09620063900351,4.46963685032028,19.6649153439613,2.28039393760373,0.111461080952202,13.1478466031044,0.608539530361852,54.6322670091169,1.24786582808923,12.3932914101707,0.596886138308571,3.58221730956609,0.138647446251525,0.401276674586955,0.114532451325581,9.20453637118798
"9",4,1.09737294188741,1.6777216,1e-05,17.3405611754443,10.0599988763122,5.86284202379356,12.1924832173529,1.6550021021385,57.8754782976399,16.4177420357443,104.595892247292,0.0315424199160851,0.00144675766105287,0.132070210102785,0.0025527139874128,0.00322215081825252,0.131797475134229,0.0213725635352804,0.0238141525180969,309.661861493775,3082.7788326934,148.776412943982,885.277455780316,34.3824771495148,99.2359123165968,28.1506029326771,2295.61403969499,9.76748446723323,4.4600338935308,19.6489321158505,2.25986014411163,0.110785526880858,13.0790426859692,0.601650549735091,54.6681028639811,1.24860489588155,12.43024479945,0.599889688376385,3.56957669946414,0.138635507434883,0.400134667433904,0.113507619163055,9.25627365020287
"10",4,1.08791680703844,1.34217728,1e-05,17.1916823789298,10.0318995348541,5.8019685743319,12.1147524582654,1.64182491312719,57.671328104502,16.2381961134799,105.308347863186,0.0344873134326558,0.00145011551613785,0.13226228825741,0.00255743653505862,0.00322620991006993,0.132548906339409,0.0214944172442285,0.0238752382842727,307.214740833357,3067.27712536046,148.393937984661,873.851431957037,34.0831292006667,98.0337611392441,27.6028226060017,2291.33443123621,10.5950110582521,4.4479061517799,19.6269218013795,2.23481957830022,0.109959329193385,12.9942678233457,0.593306586211823,54.706155534723,1.24950478890483,12.4752394583665,0.603548305179985,3.55413137422964,0.138623013471205,0.398723230810993,0.112266289501382,9.31932281975093
