"","x_C","x_INH","mu","convergence","f.TS","f.ATPS","f.AAS","f.NTS","f.ADPS","f.RNAP","f.DNAP","f.R","v.TS","v.ATPS","v.AAS","v.NTS","v.ADPS","v.RNAP","v.DNAP","v.R","p.TS","p.ATPS","p.AAS","p.NTS","p.ADPS","p.RNAP","p.DNAP","p.R","c.x_S","c.x_W","c.x_INH","c.S","c.AA","c.NT","c.ATP","c.ADP","c.RNA","c.DNA","c.P"
"1",5.01187233627272,1e-05,0.992292116974877,4,1.24717020980332,12.3585104700322,0.569833637715365,3.59453442717669,0.136578226757106,0.408618433841833,0.112071561692242,9.1571014595723,279.687919903305,2771.49506883396,127.789762432409,806.103167839784,30.6287624940954,91.6359602699228,25.1329463481663,2053.55342794404,9.9180121722251,4.15762447148241,21.6853595354736,2.16533604960641,0.243770360850442,12.1535716408674,0.540543837526822,52.6110284251348,5.01187233627272,1e-05,1e-05,23.2662969284753,4.61210633187203,5.80669006515992,11.9580755109349,1.56898380734878,59.1025702708827,16.2100306831659,103.475246493167
"2",5.01187233627272,0.281838293126445,0.870840235062124,4,1.24222169028608,12.111084442786,0.546558703699243,3.74685780804547,0.135783477637588,0.438666774782101,0.111992512944593,8.74163885851637,244.481518101567,2383.58123480094,107.568160061062,737.418684752405,26.7235317218643,86.3339610619327,22.0412345033179,1720.44100947356,8.62396678256829,3.61010828406784,18.7644525459174,1.97261619994346,0.209630188607319,11.4663387841544,0.47471017842559,53.6586961375507,5.01187233627272,1e-05,0.281838293126445,22.9289954384428,4.98564411454705,5.75400930514483,12.3709532514839,1.53251973561917,63.4487623044831,16.1985970723059,98.780519101235
"3",5.01187233627272,0.467735141287198,0.808045021764778,4,1.2395135756375,11.9756787773476,0.533814595642916,3.83093794308894,0.135343978713433,0.455422501565178,0.111800013720897,8.51353733262535,226.357706970046,2186.9766017335,97.4842472013478,699.598895394236,24.7162703789014,83.1684260528053,20.4167144616115,1554.72664978745,7.95929219118643,3.33117702199115,17.2812976931622,1.86767858559556,0.192338165162627,11.0615199724682,0.440343618120835,54.0693246109794,5.01187233627272,1e-05,0.467735141287198,22.7258517335668,5.19853238489932,5.7204476323502,12.5971685314386,1.51196326856646,65.8723106263873,16.1707539845906,96.2029718586664
"4",5.01187233627272,0.776247116628692,0.724068309785629,4,1.23569829972374,11.7849150476418,0.515852687574003,3.95027714459447,0.134719904020963,0.479405470086929,0.111350131602683,8.19127520837785,202.208975318623,1928.47687540998,84.4138438913586,646.421131931318,22.0454893829606,78.449641704689,18.2212729579754,1340.41567169691,7.0757431216755,2.96269635658284,15.32750734064,1.72136401506832,0.169610819502362,10.4629751164715,0.394087326300143,54.4474257584291,5.01187233627272,1e-05,0.776247116628692,22.4166248968552,5.50901556612098,5.66743629829672,12.9163501926944,1.48227268520277,69.3412071933734,16.1056830350121,92.5614098546698
"5",5.01187233627272,1.28824955169313,0.621150827778964,4,1.23065194852876,11.532597436317,0.492082858967827,4.10973949424138,0.133886725454759,0.511809418850961,0.110433496073037,7.76337279011158,172.759027697235,1618.94703234623,69.0786345915174,576.92558806969,18.7950301779335,71.8478507856619,15.5026637950659,1089.8229482952,6.00240923238711,2.5183808425196,12.9807645316985,1.53207440390249,0.142406535868085,9.63190083025617,0.337018759697808,54.5811573919311,5.01187233627272,1e-05,1.28824955169313,21.9650113520421,5.93939109281597,5.58691515712591,13.3396839935772,1.44167061691963,74.028114342603,15.973100872004,87.7261125282609
"6",5.01187233627272,2.13796208950223,0.507066125839086,4,1.22443061852435,11.221530924381,0.462762343462969,4.30892709690672,0.132849445469532,0.55284413358353,0.108794785426848,7.23317563369088,140.316007561221,1285.95315586892,53.0311505625804,493.789879118651,15.2241405213081,63.3542484600491,12.4675499808823,828.899826216184,4.82718998263567,2.03560032233267,10.4436783261148,1.30809397306168,0.113147392165128,8.5681084222053,0.273426028417471,54.1656402137742,5.01187233627272,1e-05,2.13796208950223,21.3388011659563,6.50242802978267,5.47095916871487,13.864014565741,1.38945917173765,79.9633754815218,15.7360777641393,81.7348846607069
"7",5.01187233627272,3.54813389233576,0.393203384929068,4,1.21728612703477,10.864306171769,0.429075128673147,4.54129971705564,0.131647755003677,0.601480447390916,0.10620474919139,6.62057821745269,108.172871780463,965.445323331844,38.1293172141935,403.557899083556,11.6987414921814,53.4499374215034,9.43777511433702,588.330830955552,3.67333823167,1.56452326875983,7.98319834678332,1.06754255537571,0.0849889406596857,7.32864825040665,0.209843647940437,52.9004506156197,5.01187233627272,1e-05,3.54813389233576,20.5208800472144,7.19593845147287,5.31416279193694,14.4705077953509,1.32639103660835,86.9981319106221,15.3614549230427,74.8125338572154
"8",5.01187233627272,5.88843655355589,0.290408324033531,4,1.20960191089644,10.4800955549948,0.392835116271949,4.79565178972033,0.130347127921345,0.655652331884819,0.102539268770754,5.95715218055646,79.3889327942092,687.832578799231,25.7826648288002,314.749566951645,8.55497935746217,43.0319582364044,6.72988612524251,390.98148725359,2.65296944696136,1.14902042276046,5.82808624998731,0.832883659942266,0.060600064050817,6.01864708477411,0.152638823726982,50.6209738880847,5.01187233627272,1e-05,5.88843655355589,19.5180222797495,8.00175270911497,5.1155351922077,15.1295419851149,1.2544950287217,94.8335532838202,14.8312798350019,67.315819640288
"9",5.01187233627272,9.77237220955811,0.205480002567669,4,1.2017907785278,10.0895389164516,0.35600561541944,5.05895699659006,0.129021401678114,0.712774558856636,0.0978179907821618,5.27787238866936,55.8093377302389,468.542857035751,16.532359858131,234.930276242686,5.99155785627133,33.100167509591,4.54251886534073,245.096374426488,1.83054306972897,0.813052347501771,4.09857978862892,0.623295950068517,0.041334770534673,4.75569077441718,0.10583508974653,47.3716262013372,5.01187233627272,1e-05,9.77237220955811,18.3627146374448,8.88931949443697,4.87886043595482,15.8085589866033,1.1764821187633,103.095712193024,14.1483941867319,59.6399579919638
"10",2.51188643150958,1e-05,0.950176055193702,4,1.25661664853984,12.8308320336012,0.597008543271505,3.60273279292946,0.139930125543652,0.411392950106569,0.108702243976553,9.64159344742688,269.845593300072,2755.29015683807,128.201488299161,773.65007788121,30.0485655603528,88.3424350854875,23.3426968781498,2070.4337374506,12.9959605628412,4.29847896228032,23.1230572417078,2.18920606811814,0.224794363024125,11.9339160793103,0.511345184266543,53.6732474943753,2.51188643150958,1e-05,1e-05,18.6082717496364,4.18392363225175,5.53562389274012,11.863660076646,1.63194759874758,59.5038763034141,15.7226925687686,108.950005955924
"11",2.51188643150958,0.281838293126445,0.83714124057548,4,1.25117595671406,12.5587979656916,0.572158962333055,3.75505179919907,0.138951888792323,0.441416611205815,0.108731247461021,9.20046378775146,236.714884323491,2376.04822226471,108.248997158655,710.432971083113,26.288852583444,83.513339190494,20.5712909738776,1740.67181322746,11.3779440359682,3.73812792241715,20.0680629217407,1.99600228318613,0.194470769406342,11.2881536290678,0.450897820529934,54.8515814192752,2.51188643150958,1e-05,0.281838293126445,18.5343614624203,4.54963652536048,5.50538133183794,12.2800080172264,1.59198499644365,63.8464986448091,15.7268876327621,103.965240801592
"12",2.51188643150958,0.467735141287198,0.778410968900424,4,1.24818763814358,12.4093820749434,0.558527696344357,3.83908406363392,0.138408439929544,0.458151015268409,0.108602609748411,8.95779492953558,219.582266423575,2183.06940211717,98.256683270824,675.375042919941,24.3489344094788,80.5983293077016,19.1054665655388,1575.86315765031,10.5393793184652,3.45176980016971,18.5087757122274,1.89059042083342,0.179021995911305,10.9049366467678,0.419183598389375,55.3294252109879,2.51188643150958,1e-05,0.467735141287198,18.4807471405543,4.75956012932218,5.4836430145623,12.5083086819108,1.56941324917233,66.2669628484226,15.7082814740101,101.223082703752
"13",2.51188643150958,0.776247116628692,0.699546168011282,4,1.24396547716758,12.1982734926531,0.539289243952169,3.95829464618523,0.13763399675268,0.482093434049279,0.108247941850837,8.61443877143934,196.667749888145,1928.51573805944,85.2602456367558,625.796226461249,21.7595817137096,76.2177348572414,17.1137218392105,1361.92066486097,9.41626231335454,3.07254503336654,16.4460968989303,1.74337251215594,0.158612617066091,10.3350665036762,0.376314742901662,55.7948874958132,2.51188643150958,1e-05,0.776247116628692,18.3881446605083,5.0675793924728,5.44673788766196,12.8306341118975,1.5367708730839,69.7299943008877,15.656982309305,97.3431581172646
"14",2.51188643150958,1.28824955169313,0.602358259275843,4,1.23836139186173,11.9180695918644,0.513791637274742,4.11746711025283,0.136595581232407,0.51442303642818,0.107466018588958,8.15773842603729,168.581809992511,1622.44216964213,69.9439797946015,560.523012581579,18.5951616971189,70.0299340344654,14.6296679188123,1110.53713265342,8.03807127856042,2.61386901106824,13.9552995469391,1.55251350845127,0.134005693776016,9.53815527598696,0.323120613992856,56.0274092854465,2.51188643150958,1e-05,1.28824955169313,18.2325213188565,5.49797696702604,5.38650992185948,13.2584377383061,1.49207692757745,74.4061479889719,15.5438849287069,92.1824442142213
