"","convergence","mu","x_C","x_W","C","AA","NT","ATP","RNA","DNA","P","tau TC","tau ATPS","tau EAA","tau ENT","tau RNAP","tau DNAP","tau R","v TC","v ATPS","v EAA","v ENT","v RNAP","v DNAP","v R","p TC","p ATPS","p EAA","p ENT","p RNAP","p DNAP","p R","q TC","q ATPS","q EAA","q ENT","q RNAP","q DNAP","q R"
"1",4,1.1618457756796,10,1e-05,32.8173379385508,15.4439560904246,6.08352274699992,14.9334229980674,41.5280210609788,8.40002546398729,106.793714080832,0.0204081632653061,0.0808083060379187,0.156972456556417,0.020922243244924,0.192698291613183,0.0309894913413014,0.472435170122663,311.250725801219,97.3471601126259,146.490317919119,65.0768051478188,48.2491558420315,9.75953410093468,124.07782557395,6.3520556285963,7.86645910630335,22.9949450654946,1.36155274690519,9.29752990253771,0.302442997516051,58.618728633479,1.18536868637731,0.37073736939319,0.55789439613927,0.247838802088345,0.183752305579552,0.0371682542654305,0.472538557879789
"2",4,1.16027812198124,8,1e-05,32.7634246944693,15.436114922084,6.07533532661756,14.9179454629141,41.511093743934,8.38868336093821,106.907402294207,0.0208719851576994,0.080843909920975,0.157041618122354,0.0209352456767457,0.192859792599834,0.0310154637221954,0.472604438225722,310.834954912157,97.2241991409224,146.370056648698,64.9466983296974,48.1644138905987,9.73320577592463,124.042319959815,6.48774256542071,7.85998439748767,22.9861905407721,1.35967508542571,9.2889788736334,0.301879890643853,58.6229509408237,1.18538467685871,0.370769355441633,0.558189545803629,0.24767748863491,0.18367740594661,0.0371180679687532,0.473041603071713
"3",4,1.15832679053402,6.4,1e-05,32.6965033149276,15.4263415312093,6.06515727953301,14.8987020604288,41.4899484002819,8.37457994793609,107.048766878528,0.0214517625231911,0.0808882676011279,0.157127784190697,0.0209514533429336,0.193061291344946,0.0310478684911463,0.472815824281539,310.317395960033,97.0710839589241,146.219892292697,64.7848532487697,48.0589187699208,9.70050031316339,123.99745456903,6.65685508494969,7.85191181560101,22.9752076805539,1.3573368301704,9.27831691836278,0.30117985802142,58.6279586908684,1.18540452837059,0.370809061937252,0.558556254719112,0.247476485078544,0.183583842479124,0.0370556634864429,0.473667110081981
"4",4,1.15590038083076,5.12,1e-05,32.6135727934043,15.4141676215027,6.05252196692645,14.8748084654551,41.4635383848743,8.3570666044211,107.224324028845,0.0221764842300557,0.0809434892346976,0.157235053800734,0.0209716432710753,0.193312566553715,0.0310882782469425,0.473079748341666,309.673786950749,96.8806020770942,146.032447734401,64.5837687269025,47.9277198096673,9.65993647067841,123.940636979263,6.8674758527749,7.84185397127829,22.9614197761714,1.35442775884223,9.26503052547412,0.300310792848238,58.6338053514555,1.18542914085077,0.370858282892445,0.559011212278222,0.247226225470008,0.183466984003869,0.0369781708160226,0.474443911632056
"5",4,1.15288707238713,4.096,1e-05,32.5110185257765,15.3990173933272,6.03686150102408,14.8451889766122,41.4305632752363,8.33535198919325,107.441998379811,0.0230823863636364,0.0810121675013074,0.157368463307137,0.0209967728006041,0.193625755836629,0.0311386449444872,0.473409157049242,308.874433051341,96.6439092892086,145.798555822338,64.3342999361962,47.7647608017368,9.60971955213721,123.868490963523,7.12955900154019,7.82933256731853,22.9440946821613,1.35081267904623,9.24848791259209,0.299233645150097,58.6404778920031,1.18545958570841,0.370919171054158,0.559574626732878,0.24691494144006,0.183321076439099,0.0368820884477577,0.475407072477042
"6",4,1.14915080327155,3.2768,1e-05,32.3845197756235,15.3801840191269,6.01749253588208,14.8085440289138,41.3894039915376,8.30848057007054,107.711375398859,0.0242147640306122,0.0810974800151287,0.157534185316744,0.02102801898225,0.194015838560056,0.0312013775462079,0.473820148617914,307.883191920055,96.3502200258814,145.506858324681,64.0253703461582,47.5626668438061,9.54769712106262,123.776613561082,7.45531884133582,7.81376004300216,22.9223043841775,1.3463267029846,9.22791069185362,0.297901302571117,58.6478534329341,1.18549715547986,0.37099430812774,0.56027081430126,0.246528217245532,0.183138955714768,0.036763188363144,0.476599006189641
"7",4,1.14452710914888,2.62144,1e-05,32.2289726723866,15.3568031916649,5.9935953661869,14.7633187746837,41.3380554243477,8.27530828841408,108.043946843631,0.0256302361143321,0.0812033011818503,0.157739745973939,0.0210668226524311,0.194501291275725,0.0312794474273827,0.47433266859132,306.656358309434,95.9864619986927,145.143310931741,63.6436721231892,47.3125250726649,9.47131467265433,123.659226141977,7.85967486943201,7.79441758306007,22.8948689961893,1.3407699535687,9.20234722014845,0.29625748937149,58.6556107318613,1.18554338324168,0.371086761515972,0.561128726779189,0.246048491499773,0.182911749665255,0.0366164083558145,0.478070561255005
"8",4,1.13881884299953,2.097152,1e-05,32.0384327115631,15.3278258578411,5.96420284489545,14.7076706424254,41.2740346492746,8.23447753399315,108.453355565856,0.0273995762189819,0.0813343288125975,0.157994270911827,0.0211149394763719,0.195104808990837,0.0313765043698714,0.474971411578656,305.141513056642,95.536909519703,144.690614748951,63.1733731464155,47.0036483852095,9.37757817796771,123.508724904924,8.36074814457093,7.7704304126149,22.8602881850447,1.33390195050482,9.17063784006875,0.294235622679815,58.6631134103718,1.18560005780647,0.371200117331087,0.562182442801766,0.245454491275059,0.182628471899445,0.0364357413008547,0.479882104273698
"9",4,1.1317921330393,1.6777216,1e-05,31.8060999123456,15.2919870072602,5.9281853736565,14.6394458358053,41.1942882644981,8.18439960049293,108.955593087324,0.0296112513497942,0.0814962200657665,0.158308749323156,0.0211744966080993,0.195854190122827,0.0314970188794021,0.475766821449738,303.276435681039,94.9828293076847,144.127564894373,62.5958840345028,46.6233713839119,9.26303908148785,123.315083106864,8.98039476542093,7.7407415597282,22.8166545414202,1.32543633416956,9.13138264319188,0.291758116830262,58.6692251265629,1.18566925158636,0.371338511302078,0.56347147979872,0.244720678047113,0.182275611789815,0.036214157524305,0.482104394191699
"10",4,1.12317312110878,1.34217728,1e-05,31.5243663994383,15.2477753347576,5.88424809636001,14.5561694980665,41.0950716932736,8.12324614386363,109.569122990013,0.0323758452633095,0.0816957353937696,0.158696313581001,0.0212480547027584,0.196783319739757,0.0316464403090253,0.476756341771735,300.988214737308,94.3021783835273,143.428340921664,61.8897209606285,46.1568799359232,9.12381172493818,123.065093845845,9.74474786641487,7.7040858122767,22.7615489673071,1.31503617650989,9.08290406262036,0.288736163144041,58.6720639417404,1.18575332232386,0.371506643269193,0.565040833614345,0.243816663422554,0.181836600412715,0.0359435670082461,0.484819128274395
"11",4,1.11264629935862,1.073741824,1e-05,31.1849627515254,15.1934049958465,5.83093897175053,14.4550556175414,40.9718324081564,8.04895416094897,110.314850692084,0.0358315876552037,0.0819408783680602,0.159172510852899,0.0213386730116482,0.19793332019525,0.0318313819027449,0.477985798314037,298.192766368499,93.4694063217934,142.561770399174,61.0305694364682,45.5871577068769,8.95563906088707,122.741410386847,10.6847202462805,7.65896525454887,22.6919149460709,1.30231136491948,9.02321748318662,0.285070367130236,58.6686510299478,1.18585485799955,0.37170971955791,0.566940540012828,0.242706750180778,0.1812912938414,0.0356148414201282,0.488118808372055
"12",4,1.09985560870884,0.8589934592,1e-05,30.7792361662108,15.1267991244132,5.76667482354558,14.3330500339624,40.8190934222619,7.95925890562542,111.215887883188,0.0401512656450714,0.0822410191016626,0.159755542852655,0.0214499730232605,0.199353795669419,0.0320598209409885,0.479510934792352,294.795102450172,92.4554689737951,141.49067362934,59.9916540396795,44.895108842885,8.75403554851792,122.321418065858,11.8363964693429,7.60363198992706,22.6039193742431,1.2868193607719,8.95001035482082,0.280652812196532,58.6544575218857,1.18597668444668,0.371953365714542,0.569224653314639,0.241349677661208,0.180615457620628,0.0352179597594045,0.492105698598177
"13",4,1.08440957768262,0.68719476736,1e-05,30.2985647175132,15.0455816141548,5.68978919799921,14.1869189422647,40.6303456418551,7.85175722010655,112.297042374316,0.045550863132406,0.0826070038386058,0.16046647872097,0.0215862024519911,0.20110423814955,0.0323413248486119,0.481399134180194,290.69064453698,91.2281605942558,140.171396807062,58.7445185910108,44.0599359585831,8.51452073112223,121.77598829614,13.2412097631749,7.53608501239863,22.492810463029,1.26807107125031,8.86063985386882,0.275370880895464,58.6228553296991,1.18612175367847,0.372243509939151,0.571949411241549,0.239698637433455,0.179780290450686,0.0347422885845423,0.496889568027948
"14",4,1.06589216086947,0.549755813888,1e-05,29.7349543144497,14.9470981351317,5.59860996047127,14.0133843904619,40.3979970588185,7.72401001883288,113.583946370879,0.0523003599915743,0.0830512096240844,0.161329361223796,0.0217522878461638,0.203255557420947,0.0326872972460587,0.483731125577265,285.768071256268,89.7528852686244,138.553758219957,57.2603845780058,43.0599083798225,8.23296172955121,121.068238037338,14.9457730008007,7.45408568881092,22.3527893087819,1.24554436752282,8.75216568023572,0.269113267269266,58.564475057458,1.18629307795352,0.372586153703097,0.575170499553055,0.237701845301428,0.178752199375303,0.0341770354815614,0.502583833499466
"15",4,1.04388063744346,0.4398046511104,1e-05,29.0817441527339,14.8284685713617,5.49157100964714,13.809322124586,40.1133900043334,7.57369202328803,115.101811372234,0.0607372310655347,0.0835875737819009,0.162371264013118,0.0219538822181999,0.205891676154271,0.0331112344692541,0.486602674664512,279.914034338251,87.9940221007932,136.581667809417,55.5121662309284,41.8735911277416,7.90603045707034,120.152552226144,17.0012033820884,7.35520681471627,22.1769380432348,1.21870755911094,8.62142386388935,0.26177842818512,58.4665532810092,1.1864935794732,0.372987165511148,0.578939431574866,0.235303774501189,0.177492876125369,0.0335119116074691,0.50930005031962
"16",4,1.0179716739305,0.35184372088832,1e-05,28.3344105389069,14.6866803030988,5.36734639304072,13.5720063660584,39.7669466869756,7.39878456183439,116.873826775446,0.0712833199079852,0.0842315568167806,0.163622219563631,0.0221973984005488,0.209111305043474,0.0336290110450031,0.49012607430527,273.020085516549,85.9169711073686,134.194753840347,53.4771849837957,40.4816252860455,7.53175310546169,118.974245081265,19.4617780971816,7.23692023335602,21.9572434771528,1.18705438042516,8.46516549384586,0.253285408371808,58.3123796851132,1.18672602261369,0.373452030843653,0.583299233018977,0.232447246202879,0.175959941092812,0.0327379847868778,0.517140826440029
"17",4,0.987815421691117,0.281474976710656,1e-05,27.4913261826435,14.5187319217328,5.22500574831615,13.2993890538744,39.3484703563951,7.19779573591928,118.919282351497,0.0844659309610483,0.0850000777464718,0.165115093553491,0.0224900368323884,0.21302990703357,0.0342591955755741,0.494431340707696,264.991734523728,83.4908957752217,131.331275456418,51.140460724738,38.8690258380029,7.11009363012363,117.470301043249,22.3827735535296,7.09673263201642,21.6847758334858,1.15015084532467,8.28026496075518,0.243586088235049,58.0809984381504,1.1869928055691,0.373985599187938,0.588279779341656,0.229076424073587,0.174108275913253,0.0318486536987579,0.526191514829633
"18",4,0.95315623699544,0.225179981368525,1e-05,26.5543793131959,14.321823462588,5.06416923092902,12.9903768516769,38.84764557264,6.96999342721623,121.251613806348,0.100944194777377,0.085911411929785,0.166885386392341,0.0228398077853167,0.217781880121154,0.0350234017738698,0.499666971370436,255.759347540219,80.6920727852631,127.932561703891,48.4983128647789,37.0278756701501,6.64349270696837,115.571731945283,25.8174213942348,6.93236990452294,21.3500749921158,1.1076921437437,8.06400038033764,0.232677714257927,57.7473772771355,1.18729593849832,0.374591862265709,0.593893487661593,0.225140744384006,0.17189223704708,0.0308406788814877,0.536511565514815
"19",4,0.913876317334356,0.18014398509482,1e-05,25.5292801540302,14.0935835044461,4.88513843967874,12.6450700537623,38.2547254792831,6.71561024618485,123.876591532225,0.121542024547788,0.0869851187082902,0.16897109266323,0.023255566654397,0.223523170195297,0.0359467086571385,0.506000274553772,245.289827598769,77.5075608414957,123.94888051786,45.5617371290024,34.960087641644,6.13723716043628,113.207883273402,29.8130222473323,6.74200438058753,20.943777775487,1.05956401469363,7.81438961996571,0.220613476165967,57.2832200179927,1.18763688135545,0.375273767935592,0.60013194736523,0.220599443208614,0.169268696810987,0.0297150895848887,0.548126511204535
"20",4,0.870036862250149,0.144115188075856,1e-05,24.4255115349698,13.8323128676862,4.68897871328222,12.2649071175237,37.5613728663402,6.43598595443538,126.79093180893,0.147289311760802,0.0882419886700259,0.171412598680855,0.0237470659735362,0.230434442823751,0.0370581706295506,0.513617360365528,233.597700652663,73.9387380662821,119.346358417478,42.3589083425833,32.6797789904385,5.59954502528299,110.312784472814,34.4064445580365,6.52450128672088,20.4574694394366,1.0058997909783,7.53054666326502,0.207508894994788,56.6585611754983,1.18801649599948,0.376032984360315,0.606964204447595,0.215426272274592,0.166200764895311,0.0284778139576787,0.561021822163409
