"","phi","mu","convergence","f.TS","f.ATPS","f.AAS","f.NTS","f.ADPS","f.RNAP","f.DNAP","f.IDLE","f.R","v.TS","v.ATPS","v.AAS","v.NTS","v.ADPS","v.RNAP","v.DNAP","v.IDLE","v.R","p.TS","p.ATPS","p.AAS","p.NTS","p.ADPS","p.RNAP","p.DNAP","p.IDLE","p.R","c.x_S","c.x_W","c.S","c.AA","c.NT","c.ATP","c.ADP","c.RNA","c.DNA","c.P"
"36",0.35,0.661931093779455,4,1.24550421482294,12.2752107469037,0.587325858815454,3.62425545941076,0.138754327791812,0.404792089226991,0.118117463808808,2.38931132311573,9.03746970185903,186.322980592776,1836.32767079211,87.8618500775316,542.175667966768,20.7571516953819,60.5554503048162,17.6699505750328,357.432437392656,1351.97317827355,4.50451161872645,2.93665289985753,12.6687722381169,1.53267886665122,0.0741525053304046,8.73039683270494,0.411815700711146,35.7432437392656,35.5211832296429,10,1e-05,17.7868700133182,10.1875549350841,6.08949236005818,12.4751482875371,1.70388899587861,58.549127785792,17.084509965306,102.123407631007
"37",0.36,0.651748039928236,4,1.24550419469572,12.275209735655,0.587325761360926,3.62425597413136,0.138754328165095,0.404792139500223,0.118117504054586,2.49597108188076,9.03746811287177,183.456611381065,1808.07771799218,86.5101815111934,533.834990378459,20.4378266793742,59.6238812704638,17.3981244952269,367.644202835335,1331.17438103605,4.43521478064114,2.89147551655364,12.4738753934566,1.50910053095314,0.0730117517533077,8.5960893135097,0.405480458491866,36.7644202835335,34.9747216465581,10,1e-05,17.7868716062052,10.1875544570281,6.08949392050243,12.4751502068475,1.70388928627228,58.5491350573123,17.0845157864553,102.123389675451
"38",0.37,0.64156396689733,4,1.24550421482059,12.2752107558439,0.587325859402007,3.62425546011875,0.138754329914108,0.404792092074065,0.118117457810152,2.60602877410058,9.03746970771721,180.589961215567,1779.82523698652,85.1584064575697,525.493326469739,20.1184699011959,58.6922046012936,17.1262584831071,377.857119744285,1310.37397110584,4.36591115026646,2.84629430584789,12.2789636145761,1.48551948165824,0.0718708886941218,8.46176920820271,0.399144423904877,37.7857119744285,34.4282226496257,10,1e-05,17.7868695481131,10.1875549882082,6.08949262307767,12.4751488695087,1.70388891167449,58.5491281975927,17.0845090976604,102.123407697205
"39",0.38,0.631380913681462,4,1.24550422921444,12.2752114607874,0.58732590275847,3.62425537478364,0.138754328091559,0.404792087562172,0.118117453052863,2.7196251341661,9.03747053709159,177.723597201232,1751.57553547039,83.8067585154097,517.152561407761,19.7991445851816,57.7606275697029,16.854425827235,388.068984870274,1289.57552754767,4.29661443783197,2.8011175370702,12.0840703371192,1.46194099545547,0.0707301377847597,8.32746225217786,0.39280910937513,38.8068984870274,33.881773775293,10,1e-05,17.7868658725552,10.1875535404522,6.08949146551937,12.4751473223931,1.70388877509191,58.5491275449926,17.084508409566,102.123417069135
"40",0.39,0.621197350544463,4,1.24550423013209,12.2752115067783,0.587325906129062,3.62425536196843,0.138754328106716,0.40479208505259,0.118117453355171,2.83695151830193,9.03747059848252,174.857087694094,1723.3243235767,82.4550370753308,508.811389252607,19.479803545202,56.8290041908646,16.5825802914679,398.281329295048,1268.77593085659,4.22731420798909,2.75593823798712,11.8891660629272,1.4383612995784,0.0695893291897522,8.19314829427567,0.386473479576662,39.8281329295048,33.3352939218237,10,1e-05,17.7868657078232,10.187553469745,6.08949141065282,12.4751472469719,1.70388876587005,58.5491271820066,17.0845084532919,102.123417762852
"41",0.4,0.611013787441266,4,1.24550423071819,12.2752115359286,0.587325908914019,3.62425534643759,0.138754328055771,0.404792084646381,0.11811745098639,2.95818877759864,9.03747064483447,171.990578146465,1695.07310923957,81.1033155433543,500.470216809126,19.1604624970848,55.897381117123,16.3107343863631,408.493673146495,1247.97633187524,4.15801397716728,2.71075893742299,11.6942617600753,1.41478160063454,0.0684485205285246,8.05883444763469,0.38013784434379,40.8493673146495,32.7888138841729,10,1e-05,17.7868656801448,10.1875534706129,6.08949138241943,12.4751472257348,1.70388872044884,58.5491271232526,17.0845081106714,102.12341828663
"42",0.41,0.600830224330419,4,1.24550419361055,12.2752096804176,0.587325763710858,3.62425591286896,0.138754328448321,0.404792133560053,0.118117497844209,3.08353489720079,9.03746811742013,169.12406347564,1666.82163883334,79.7515739025871,492.129123454138,18.8411215091833,54.9657647415811,16.0388951763209,418.705897867577,1227.17638317929,4.08871362248799,2.6655789508337,11.4993538095455,1.39120201395362,0.0673077087214075,7.92451987531229,0.373802285363314,41.8705897867577,32.242321673872,10,1e-05,17.7868726901263,10.1875549264369,6.08949397190912,12.4751502980994,1.70388930076527,58.5491341981261,17.0845148881864,102.123389726848
"43",0.42,0.590646661193147,4,1.24550420381352,12.2752101906778,0.587325805181282,3.62425572984352,0.138754327797938,0.404792116466509,0.11811748420672,3.21320441017566,9.03746884095569,166.257555283493,1638.57049269236,78.3998578450156,483.787927428138,18.521780379429,54.0341393274247,15.7670476746027,428.918271191904,1206.37688001975,4.0194134244361,2.62039981568942,11.30445044905,1.36762227357281,0.0661669007550339,7.79020611619409,0.367466632964584,42.8918271191904,31.6958451709469,10,1e-05,17.7868713176933,10.1875544876106,6.08949320499694,12.4751493118485,1.70388913366777,58.5491317257159,17.08451291566,102.123397902799
"44",0.43,0.580463098068434,4,1.24550423413935,12.2752117069708,0.587325920042568,3.62425529819268,0.138754329575125,0.404792082092047,0.118117443491852,3.34742422725828,9.03747087209284,163.391049687729,1610.31947621357,77.0481512259792,475.446699639048,18.2024395715223,53.1025117261071,15.495196683856,439.13070967583,1185.57754509272,3.95011328915389,2.57522104345275,11.1095489269697,1.34404250762228,0.0650260953925565,7.65589288821172,0.361130939178525,43.913070967583,31.1493741970847,10,1e-05,17.7868652476928,10.1875529040414,6.08949123845432,12.4751472966132,1.70388867808052,58.5491267537937,17.0845070266615,102.123420854649
"45",0.44,0.57027902541107,4,1.24550421392629,12.2752107296472,0.587325853932017,3.62425549766783,0.138754328137884,0.404792094981497,0.118117464712506,3.48644346574268,9.03746964393303,160.524394013498,1582.06671782583,75.6963531208709,467.105137829463,17.8830823629811,52.1708437609546,15.2233402612219,449.343501485564,1164.77674004368,3.88080952560104,2.53003911675339,10.9146331311636,1.3204616456752,0.0638852275203108,7.5215717982987,0.354795022446926,44.9343501485564,30.6028613604277,10,1e-05,17.7868696887543,10.1875546169039,6.08949241985038,12.4751484711264,1.70388896211772,58.5491286181237,17.0845100960168,102.123406976443
"46",0.45,0.560095462653941,4,1.24550421492297,12.2752107426984,0.587325855029325,3.6242554955553,0.138754327595183,0.404792092641762,0.118117467360442,3.63051134783893,9.03746966060368,157.657884645805,1553.81550386402,74.3446315092873,458.763967234364,17.5637412639833,51.2392204559469,14.9514950014994,459.555842866639,1143.97713967555,3.81150929912935,2.48485980292638,10.7197288104235,1.296881952382,0.0627444187075456,7.38725779876825,0.348459396616238,45.9555842866639,30.0563813992044,10,1e-05,17.7868697956246,10.1875546388415,6.08949238213519,12.4751482785236,1.70388899692903,58.5491282797045,17.0845104790143,102.123407164822
"47",0.46,0.549911898963195,4,1.24550421418356,12.2752107134188,0.587325853560753,3.62425550215273,0.138754328428195,0.404792095800539,0.118117466564937,3.77991507132101,9.03746962198318,154.791374794966,1525.56428199123,72.9929094498407,450.422796966755,17.2444003091804,50.3075977596542,14.6796492767149,469.76818210248,1123.17753045221,3.7422090609772,2.43968048798459,10.5248244309944,1.273302257725,0.0616036108797278,7.25294402748845,0.342123766573826,46.976818210248,29.5099008755387,10,1e-05,17.7868698459307,10.1875548306383,6.08949194306848,12.4751485668389,1.70388896540464,58.5491287365899,17.0845103639525,102.12340672841
"48",0.47,0.539728845572953,4,1.24550422565163,12.2752112825855,0.587325890707688,3.62425540735675,0.138754329010821,0.404792084628557,0.118117460172532,3.93494907985302,9.0374703159848,151.925010077984,1497.31454892535,71.6412598424892,442.082032278766,16.9250753222487,49.3760199846027,14.4078164951301,479.980048482178,1102.37905304346,3.67291233155567,2.39450363373981,10.3299308023404,1.24972375305517,0.0604628598381922,7.11863683373169,0.335788442956337,47.9980048482178,28.9634510651932,10,1e-05,17.7868667152561,10.1875538151836,6.08949171040699,12.4751477591025,1.70388886937541,58.5491271206745,17.084509439355,102.123414570628
