"","phi","mu","convergence","f.TS","f.ATPS","f.AAS","f.NTS","f.ADPS","f.RNAP","f.DNAP","f.IDLE","f.Q","f.R","v.TS","v.ATPS","v.AAS","v.NTS","v.ADPS","v.RNAP","v.DNAP","v.IDLE","v.Q","v.R","p.TS","p.ATPS","p.AAS","p.NTS","p.ADPS","p.RNAP","p.DNAP","p.IDLE","p.Q","p.R","c.x_S","c.x_W","c.S","c.AA","c.NT","c.ATP","c.ADP","c.RNA","c.DNA","c.P"
"4",0.03,0.101333864569125,4,1.35432328588823,17.7161642166296,1.03137777163391,1.57043201468463,0.146203487664687,0.129573558512676,0.0168527743566775,2.49348047281355,45.7137909242314,16.844927530018,39.6620167937178,518.826494384158,30.2044001793729,45.9908661313191,4.2816403169601,3.79462474528821,0.493541701985062,73.0227896234371,1338.75062345417,493.311903846031,85.9985477404236,0.654301581648166,2.47309499060382,0.113656062626548,0.0118924941224335,1.27868770242385,0.023243946667008,7.30227896234371,133.875062345417,11.6784369824844,10,1e-05,4.41842125805784,5.97713263168716,1.66240379199535,5.77835847501838,0.671466956545311,23.9659253825045,3.11708914501107,243.409202808761
"5",0.04,0.0989211568183626,4,1.35432320379238,17.7161601951561,1.03137745110014,1.57043356464276,0.14620348336371,0.129573796511165,0.0168528225448778,3.40572692658079,46.8287434012742,16.8449217258975,38.717682009252,506.473384595555,29.4852396173887,44.8958913221246,4.17969651680639,3.70428346498293,0.481792102818434,97.3636512942126,1338.75015271565,481.566232512119,83.9509609909347,0.638721959946576,2.4142091240327,0.110949965983996,0.011609329991314,1.24824134315791,0.0226905168651127,9.73636512942126,133.875015271565,11.4003553073207,10,1e-05,4.4184310548342,5.9771406408767,1.66240743522518,5.77836624031221,0.671468196923968,23.9659694027052,3.11709805790059,243.409118939219
"6",0.05,0.0965084462128968,4,1.35432329003813,17.7161644992021,1.0313778298504,1.57043156131149,0.146203487839984,0.12957348715267,0.0168527613020127,4.3635891016756,47.9994803927685,16.8449282894414,37.7733509171487,494.120498005653,28.7660981551973,43.8008139512352,4.07775284683713,3.61392647957687,0.470039370412031,121.704605989016,1338.75067353069,469.8209003209,81.9033822475392,0.623144427791436,2.35532837801295,0.108243824688147,0.0113261867403597,1.21779805905299,0.0221370916012828,12.1704605989016,133.875067353069,11.1223256150316,10,1e-05,4.41842333083716,5.97713628785138,1.66240324245545,5.7783579841044,0.671466473776919,23.9659121837578,3.11708673042028,243.409213782429
"7",0.06,0.0940957347506566,4,1.35432319844484,17.7161599218195,1.0313774400604,1.57043357338177,0.146203486915556,0.129573796171753,0.0168528225147997,5.37056907132745,49.230216484067,16.8449214256341,36.8290145333352,481.767359508282,28.0469350100155,42.705848178728,3.97580898755949,3.52358670945654,0.45829004925707,146.04546876796,1338.75013028863,458.075189666651,79.855792030209,0.607564736616169,2.29644257805147,0.105537758212353,0.01104302260231,1.18735164076795,0.02158366456922,14.604546876796,133.875013028863,10.8442392637249,10,1e-05,4.41843223870051,5.97714265696252,1.66240699538336,5.77836797094005,0.671468147779846,23.9659693399275,3.11709805233736,243.409114600412
"8",0.07,0.0916830236890771,4,1.35432323728267,17.7161618612855,1.03137761932113,1.57043258895977,0.146203486364218,0.12957364210339,0.01685279434192,6.43055095282562,50.5257575618679,16.8449244702858,35.8846818900255,469.414402118644,27.3277876056302,41.6108003858965,3.87386515638555,3.43323425325063,0.446538276291568,170.38641069376,1338.750371734,446.32975307323,77.8082099233562,0.591986536618396,2.23756032967362,0.102831632960971,0.0107598711303725,1.15690714766099,0.0210302347706227,17.038641069376,133.8750371734,10.5661946766827,10,1e-05,4.41842955404507,5.97714166904909,1.66240576782748,5.77836327443837,0.6714674705485,23.9659408434429,3.11709284148152,243.40915859563
"9",0.08,0.0892703128905128,4,1.35432330751769,17.7161653739031,1.03137790101368,1.57043120921804,0.14620348981788,0.12957343182922,0.0168527500793036,7.54783022642128,51.8913341104102,16.844929566605,34.9403501055183,457.061483956887,26.6086426723052,40.5157438863571,3.77192144041911,3.342880571689,0.434786128794419,194.727380961601,1338.75077774697,434.58436644552,75.7606296786318,0.57640877162075,2.17867930747065,0.100125538043088,0.0104767244869999,1.12646346869946,0.0204768096383746,19.4727380961601,133.875077774697,10.2881560679943,10,1e-05,4.41842111927417,5.97713470802379,1.66240256923182,5.77835644746414,0.671466324216647,23.9659019511326,3.117084654668,243.409232237443
"10",0.09,0.0868576012264981,4,1.35432323824098,17.7161619102346,1.03137761953429,1.57043260249428,0.146203486060911,0.12957364563034,0.0168527934422109,8.72717638919669,53.332744325643,16.8449245085855,33.9960143823263,444.708381347873,25.8894829515273,39.420758526016,3.66997750206852,3.25253779602923,0.423036238370911,219.068244320739,1338.75037505698,422.838713604926,73.7130408937172,0.560829341240736,2.11979404862908,0.0974194457027351,0.0101935619183986,1.09601735244501,0.0199233796966918,21.9068244320739,133.875037505698,10.0100791879389,10,1e-05,4.41842924098532,5.97714106653647,1.66240583939048,5.77836297828919,0.671467565367408,23.9659414957876,3.11709267507132,243.40915914906
"11",0.1,0.084444889896753,4,1.35432327445391,17.7161637128523,1.03137775427644,1.57043198709985,0.146203487721591,0.129573551660854,0.016852774437499,9.97391738720378,54.8565454218794,16.8449270294912,33.0516814610065,432.355413802027,25.17033388063,38.3257223536449,3.56803371529644,3.16218722372077,0.411284767048702,243.409196768901,1338.75057715911,411.093254405699,71.6654581840595,0.545251155393476,2.0609120176699,0.0947133613571753,0.00991041114278637,1.06557295739736,0.0193699543470346,24.3409196768901,133.875057715911,9.73203014197857,10,1e-05,4.41842419262656,5.97713629451348,1.66240421768864,5.77835942147485,0.671467079292931,23.9659241151916,3.11708915995982,243.409195576147
"12",0.11,0.0820321787330109,4,1.35432327284089,17.7161636444242,1.0313777547682,1.57043195801639,0.146203487894708,0.12957354659901,0.016852773608611,11.2939946446641,56.4699731226575,16.8449269872702,32.1073476574085,420.002400234833,24.4511814885946,37.2307010146615,3.46608989795644,3.07183889643355,0.39953375393767,267.750115329917,1338.75057426314,399.347731734272,69.6178735613712,0.52967252279198,2.00202872838499,0.0920072591182945,0.00962725642676543,1.0351280008714,0.0188165266189806,26.7750115329917,133.875057426314,9.45397215116433,10,1e-05,4.41842472375439,5.97713716874586,1.6624042731068,5.77835957994256,0.671467089042286,23.9659231789529,3.11708900664869,243.409194966054
"13",0.12,0.0796194677111362,4,1.35432326492689,17.7161632404922,1.03137772589014,1.57043208027477,0.14620348856555,0.129573563948426,0.0168527775525967,12.6940761909287,58.1811823882761,16.8449264374119,31.163013766601,407.649379769468,23.732028462359,36.1356832630032,3.36414609782199,2.98149109720148,0.38778285249747,292.091025338436,1338.75052926957,387.602198131614,67.5702887495879,0.514093818563794,1.94314526623902,0.0893011581681745,0.00934410111089689,1.0046829334483,0.0182630988997163,29.2091025338436,133.875052926957,9.17591243378317,10,1e-05,4.41842602936545,5.97713835752721,1.66240463864792,5.77836063344685,0.671467230210032,23.9659263879009,3.11708973612829,243.409187020602
"14",0.13,0.0772067566095925,4,1.35432322051767,17.7161610193237,1.03137755547511,1.57043288716591,0.146203485929893,0.129573688968496,0.0168528023509285,14.1816605921151,59.9993330279212,16.8449232813116,30.2186790413388,395.296318911954,23.0128722945691,35.0406805807331,3.26220221960868,2.89114567322014,0.376032410487037,316.431885102377,1338.75027762731,375.856606755482,65.5227021284692,0.498514812847987,1.88426085540983,0.0865950553331521,0.00906094274852477,0.974237453962902,0.0177096707777986,31.6431885102377,133.875027762731,8.89784422243413,10,1e-05,4.41843179339867,5.97714383436342,1.66240640922721,5.77836507643809,0.671467675098604,23.965949511613,3.11709432282774,243.409141414952
"15",0.14,0.0747940451699379,4,1.35432330544365,17.7161652682284,1.03137788303796,1.57043133808005,0.146203489700148,0.129573451117207,0.0168527545557378,15.7652264369116,61.9348179708518,16.8449293250053,29.2743470413131,382.943399274578,22.2937270276814,33.9456256941906,3.16025846925164,2.80079221859301,0.364280363103643,340.772921830396,1338.75076056919,364.111216992649,63.4751214164394,0.482937015513243,1.82537997192618,0.0838889732878085,0.0087777956151349,0.943793605146994,0.0171562458828486,34.0772921830396,133.875076056919,8.61980548255569,10,1e-05,4.4184207134726,5.97713370237853,1.66240281115176,5.77835639977952,0.671466648481399,23.9659055186387,3.11708548262927,243.409228746326
"16",0.15,0.0723813341694382,4,1.35432325630275,17.716162808307,1.03137769604476,1.57043220732536,0.146203487750769,0.129573583722498,0.0168527813306335,17.4543541847931,63.999298551277,16.8449258545885,28.3300122903005,370.590335623762,21.5745706713008,32.850623754382,3.05831461254784,2.7104468613925,0.352529944384169,365.113769015798,1338.75048374934,352.365621921369,61.4275347394866,0.467357921013486,1.76649544016006,0.0811828667906098,0.00849463653509268,0.913348019544431,0.0166028165198119,36.5113769015798,133.875048374934,8.34173688223932,10,1e-05,4.41842739684894,5.97713983837268,1.6624050439081,5.77836131086404,0.671467370457824,23.9659300453133,3.11709043491398,243.409178598803
"17",0.16,0.0699686229168303,4,1.35432332253235,17.716166108651,1.03137789922472,1.57043149082299,0.146203489209228,0.129573479290786,0.016852758119001,19.2599819025295,66.2061875284944,16.8449300518618,27.3856798420413,358.23739059057,20.8554223902104,31.7555884226537,2.95637081681995,2.62009651671792,0.340778476323774,389.454784814565,1338.75081751329,340.62018551028,59.3799530555588,0.45178003616001,1.70761439427087,0.0784768315723728,0.00821148738777761,0.882903873253518,0.0160493944512804,38.9454784814565,133.875081751329,8.06368994396294,10,1e-05,4.41841481175971,5.97712577666056,1.66240216819501,5.77835458944374,0.671466637070788,23.9659107296238,3.11708614169043,243.409239249403
"18",0.17,0.0675559058887572,4,1.35432295336145,17.7161476707582,1.03137651967631,1.57043776243226,0.146203477268766,0.129574431438749,0.0168529518180592,21.1945503142943,68.5705957670076,16.84490428608,26.441336540298,345.883986974791,20.1362412036476,30.6606879023939,2.85442651343258,2.52976672970508,0.329031247393915,413.795126405841,1338.7487784535,328.874130141452,57.3323478381867,0.436197945248249,1.64872150410546,0.0757706224155805,0.00792830144115163,0.852454420766553,0.0154959496474133,41.3795126405841,133.87487784535,7.78555986611056,10,1e-05,4.41846752030599,5.97717386582644,1.66241884326432,5.77839214643145,0.671471867615971,23.9660868389109,3.11712196826822,243.408866933856
"19",0.18,0.0651432015341839,4,1.35432282883001,17.716141429704,1.03137603264516,1.57044011503234,0.146203472816712,0.129574789437993,0.0168530237386571,23.2724302325019,71.1102011095401,16.8448953263634,25.4970033194568,333.530903581797,19.4170825213657,29.5657106072554,2.75248290316733,2.43942490378938,0.317281517419772,438.135737106744,1338.74804082237,317.128488798515,55.2847644790811,0.42061862871102,1.58983607625638,0.0730645314849721,0.00764513761083952,0.822008144338854,0.0149425185324109,43.8135737106744,133.874804082237,7.50748015702471,10,1e-05,4.41848197395915,5.97718847530796,1.66242506434397,5.77840584630881,0.671472917160665,23.9661530544511,3.11713527070202,243.408737465952
"20",0.19,0.0627304898335543,4,1.35432332968725,17.7161664844027,1.03137798478333,1.5704308271614,0.146203490676617,0.129573370846972,0.0168527433246909,25.5102177708251,73.8453672324088,16.844931121516,24.5526787347802,321.17835864488,18.6979665486218,28.4705156658515,2.65053939321519,2.34905009553584,0.305525263857339,462.47758393558,1338.75090088561,305.383635554438,53.23719984564,0.405044239600275,1.53096434743961,0.0703584901894674,0.00736202536598512,0.791569084685999,0.0143891134023385,46.247758393558,133.875090088561,7.2295190774643,10,1e-05,4.41841805858424,5.97713195529581,1.66240091827943,5.7783545538253,0.671465730687244,23.965890671856,3.11708340533483,243.409254705907
"21",0.2,0.031253110234598,-1,1.11702051036799,6.25799845569202,0.530451910326335,1.71284886023329,0.106771898904398,0.0678313545493178,0.150892985781656,16.6074185899322,36.6241631515925,4.71375460821847,10.0890955268581,56.5231736036856,4.79112061597122,15.4707058765382,0.964379684734372,0.612662891515569,1.36288790917764,150.000676848043,330.794893377494,42.5753333005644,21.8760323721518,0.0352517745611689,0.254346065263565,0.0224014037432367,-0.103635652326167,-2.57824817801654,-0.801592497692138,15.0000676848043,33.0794893377494,1.32964177851817,10,1e-05,86.9938421534862,71.5640971778027,-0.0158822236124309,16.6389579693417,2.89767326905654,12.5460873374418,27.9091666501751,68.1137540887569
"22",0.21,0.057905067538284,4,1.35432320884314,17.7161604421538,1.03137751856184,1.57043301964824,0.146203486521114,0.129573706772284,0.0168528063297348,30.5451136134653,79.9991070828047,16.844922540471,22.6640091173743,296.472229940456,17.2596536273696,26.2805126893868,2.44665167802659,2.1683595558903,0.282024374843811,511.159174491405,1338.75021890471,281.892443063726,49.1420262415559,0.373885950449387,1.41319533811108,0.0649462836418369,0.00679570585690533,0.730677926894331,0.0132822514206438,51.1159174491405,133.875021890471,6.67338167226454,10,1e-05,4.41843394425703,5.97714601260407,1.66240721779932,5.7783661112471,0.671468140957197,23.9659528046017,3.11709505874774,243.409130709806
"23",0.22,0.0554923558172171,4,1.35432286324859,17.7161431721091,1.03137625274137,1.57043870708834,0.146203464577731,0.129574585660146,0.0168529760482721,33.3908848941822,83.477211419616,16.8448986087768,21.7196696372283,284.118940457863,16.5404809215816,25.1855822781114,2.34470748195857,2.07802531456085,0.270276078256979,535.499332158312,1338.74831731193,270.146538010621,47.094429310495,0.358304749640124,1.35430480609804,0.0622400994574046,0.00651252745952866,0.700229912919751,0.01272880976829,53.5499332158312,133.874831731193,6.39526973396261,10,1e-05,4.41848429109122,5.97719516606709,1.66242280952405,5.77839824985681,0.671472717100983,23.9661153637005,3.11712644988841,243.408784896825
"24",0.23,0.0530796452637409,4,1.35432296677205,17.7161483386,1.0313765771565,1.57043753033723,0.146203467878952,0.129574405360549,0.0168529468414152,36.495422882604,87.2716634996032,16.8449052338811,20.7753379855025,271.766025214031,15.8213347233027,24.0905391685388,2.24276375307827,1.98767364334966,0.2585244991574,559.840425003702,1338.74884369916,258.401140757249,45.0468493536786,0.34272715500114,1.29542451600204,0.059534076267543,0.00622938136740825,0.669785854192675,0.0121753921878569,55.9840425003702,133.874884369916,6.11722803059772,10,1e-05,4.4184648987426,5.97717404273006,1.66241778743222,5.77838820541264,0.671471372842488,23.9660820154872,3.11712104778816,243.408880629581
"25",0.24,0.0506669341704176,4,1.35432321986188,17.7161609900134,1.0313775441438,1.57043297886195,0.146203488875188,0.129573696180342,0.0168528080206684,39.8956599728187,91.4275541265758,16.8449231554393,19.8310081681746,259.41320960109,15.1021973207205,22.9954480397658,2.14082025588779,1.89731445909566,0.246771353110698,584.18193470564,1338.75026735882,246.655897047869,42.9992733743591,0.327150296141503,1.23654627007382,0.0568280121946336,0.005946243196142,0.639343136002563,0.0116219711997472,58.418193470564,133.875026735882,5.83921008648418,10,1e-05,4.41843088914663,5.97714274224198,1.66240687028846,5.77836552949998,0.671468173512373,23.9659508455161,3.11709537150283,243.409139596098
