"reaction","phi","rel_phi","mu","mu_norm","convergence","f.TS","f.ATPS","f.AAS","f.NTS","f.ADPS","f.RNAP","f.DNAP","f.R"
"TS",0.0803,0.999732557269086,0.915706885503714,0.999999974120164,4,1.24084250765668,12.0421253828607,0.551987445911893,3.5828266113913,0.134288036289873,0.405842972557711,0.114165939494587,8.83900466730939
"TS",0.0800314381270903,0.996388970121028,0.915702807855459,0.99999552111428,4,1.24120775740229,12.060387865097,0.553258929596529,3.58011711652387,0.134358791453529,0.405642163452302,0.113856814157611,8.86088991821674
"TS",0.0797628762541806,0.993045382972972,0.915691595899801,0.999983277070312,4,1.24157410484954,12.0787052348649,0.554536195494052,3.57736817021855,0.134429396747366,0.405436243195738,0.113545746856839,8.88287334563377
"TS",0.0794943143812709,0.989701795824914,0.915673167538895,0.999963152333105,4,1.24194155288624,12.0970776535482,0.555819239981478,3.57457996474699,0.134499855243076,0.405225203594133,0.113232781241295,8.90495491779462
"TS",0.0792257525083612,0.986358208676857,0.915647440224589,0.999935056755746,4,1.24231011000536,12.1155055001971,0.557108109849086,3.57175211569287,0.134570160158658,0.405008988812293,0.112917906878011,8.92713543396339
"TS",0.0789571906354515,0.9830146215288,0.915614329999092,0.99989889865192,4,1.24267977823088,12.1339889107143,0.558402832946293,3.56888431276068,0.134640318647046,0.40478754226084,0.112601111960146,8.94941534543284
"TS",0.0786886287625418,0.979671034380743,0.915573752239429,0.999854585608898,4,1.2430505615105,12.1525280753976,0.559703429534281,3.56597648605231,0.134710330240348,0.404560832885285,0.112282411986209,8.97179492533254
"TS",0.0784200668896321,0.976327447232686,0.915525621426162,0.999802024234965,4,1.24342246836529,12.1711234119382,0.561009976897223,3.56302780223245,0.134780186517237,0.404328754292895,0.11196176825675,8.99427547150358
"TS",0.0781515050167224,0.972983860084629,0.915469851054627,0.99974112006249,4,1.24379549995162,12.1897749940141,0.56232245916879,3.56003856433184,0.134849895688233,0.404091316213621,0.11163921590558,9.01685674263674
"TS",0.0778829431438127,0.969640272936571,0.915406353858885,0.999671777792487,4,1.24416966171024,12.2084830861439,0.563640920674889,3.55700834009231,0.134919457504846,0.403848439894678,0.111314752037303,9.03953946031973
"TS",0.077614381270903,0.966296685788514,0.91533504160802,0.999593901072165,4,1.2445449591283,12.2272479580596,0.564965403830032,3.55393674954929,0.134988864509889,0.403600095877066,0.110988340988111,9.06232430176133
"TS",0.0773458193979933,0.962953098640457,0.915255824822648,0.999507392185341,4,1.24492139849825,12.2460699248869,0.566295936862725,3.550823597429,0.13505812265873,0.40334621126107,0.110660014129005,9.0852117939669
"TS",0.0770772575250836,0.9596095114924,0.915168613081021,0.999412152386721,4,1.24529898380069,12.2649491915268,0.567632550233108,3.54766864975133,0.135127234952279,0.403086744347334,0.110329762206341,9.10820238541423
"TS",0.0768086956521739,0.956265924344343,0.915073315836564,0.999308082794694,4,1.24567771836868,12.2838859195961,0.568975279036884,3.54447153955828,0.135196194881889,0.402821636324894,0.109997582115334,9.13129662923991
