"","convergence","mu","x_C","x_W","x_INH","C","AA","NT","ATP","ADP","RNA","DNA","P","tau TC","tau ATPS","tau EAA","tau ENT","tau ADPS","tau RNAP","tau DNAP","tau R","v TC","v ATPS","v EAA","v ENT","v ADPS","v RNAP","v DNAP","v R","p TC","p ATPS","p EAA","p ENT","p ADPS","p RNAP","p DNAP","p R","q TC","q ATPS","q EAA","q ENT","q ADPS","q RNAP","q DNAP","q R"
"1",4,1.01645261062889,10,1e-05,1e-05,26.6054512161098,4.87566548685349,5.97284626904399,11.999521858331,1.52812890034416,58.7285362026229,16.4952748572217,99.7945752939512,0.0281076909147497,0.00147081517933993,0.164040220015,0.00261445743914903,0.00829482864776248,0.131258034904277,0.021285086741234,0.0254981679501462,285.01015913456,2764.59345232823,126.67963081363,823.020056438212,30.8316968945289,93.2730842837017,26.197914361975,2028.72913168275,8.01097746051784,4.06620601438814,20.7805545100869,2.15175090912374,0.255743642659867,12.2428417525397,0.557624879634058,51.728876125001,1.24069423959198,12.0347119609093,0.551456441768119,3.58273630032066,0.134215246396982,0.406032468215037,0.114043659134552,8.83137834459745
"2",4,0.853516595767964,1,1e-05,1e-05,11.7573117275943,3.3707007366519,4.96542190850958,11.5538513277582,1.73994711304869,59.5130873726167,14.5887975408558,118.510881709098,0.0789186581947534,0.00173852925576072,0.208540303608892,0.00324880386130964,0.00679711628496961,0.141430418582836,0.0229346624728924,0.026970933710699,245.41631480113,2626.07823194205,124.258154199471,689.642064869922,27.970190209919,79.3678245904956,19.4559075209676,2023.02008635618,19.3679262632064,4.56551383414766,25.9128332026381,2.24051180327095,0.190116635369538,11.2250246538429,0.446214672097201,54.5627406445251,1.27228094068056,13.6140471587775,0.644175923838803,3.57522463710936,0.145002339963122,0.411456632830591,0.100862814856581,10.4876886468228
"3",-1,6.43925364874799e-05,0.2,1e-05,1e-05,0.900441841888163,2.99117711507679,10.7358395552637,0.0136090297133507,5.97101902751832,0.5402762339214,0.00498885482200332,204.842804289845,0.138732771293917,0.00542524144841379,11239.6129057574,-0.0136025204858715,0.00507453599767433,164.60364334043,26.6924827038535,93.8553306745986,0.0199334845202481,0.269038061609361,0.016021026780841,0.0163311316332475,0.00235674612921495,5.43589954782844e-05,5.0194533774467e-07,0.263806954988632,0.00276542754903841,0.00145959644304401,180.070139369425,-0.000222144552598713,1.19593930700809e-05,0.00894768870405156,1.33981672460295e-05,24.759688994717,1.36974350989109,18.4871409927738,1.10089620470306,1.12220527931759,0.161945479811823,0.00373531688275304,3.4491529466284e-05,18.1276817955615
"4",4,0.268752680439379,0.05,1e-05,1e-05,1.10470591221043,0.845253711169288,1.93271212967765,8.44447807487754,1.86619069839867,46.6410642828136,6.8351445347162,158.330450398156,0.781247669338567,0.00629539898759118,0.761345797846861,0.0144798549138871,0.00776452096904858,0.256208274014636,0.0415472876780491,0.0500031103877886,80.4460934893493,985.399388969136,51.2892437281424,170.259735214856,9.3738742825679,19.5857985071118,2.8702553357743,851.034658793571,62.8483230459466,6.20348231568926,39.0488501871647,2.46533626358793,0.0727836434282237,5.01804363070554,0.11925132414487,42.554379987489,1.32447484914431,16.2237425142911,0.84443271765025,2.80317821951047,0.154332674065095,0.322463110362373,0.0472562536968764,14.0115442830227
"5",4,0.187240608400553,0.03,1e-05,1e-05,0.686482809051075,0.598679300612877,1.47499001004264,7.88190173101286,1.81913075604162,43.2688735878079,5.60229069352276,164.667651150235,1.26723519662757,0.00933294306560776,1.1064400945005,0.0222942865457695,0.00888999757562961,0.3174170834057,0.0514730405522758,0.0632439920641831,56.355247249212,701.943487175548,37.1110624987955,111.227444868419,6.55912003988492,12.6588909615434,1.63902549670618,616.649423705199,71.4153528288502,6.55119860108356,41.0611674981811,2.47973652765031,0.0583105612528405,4.01814824816388,0.0843656258581712,38.9993712591947,1.33175972473486,16.5879862282639,0.876990533986259,2.6284727437337,0.155001926620812,0.29914873885376,0.0387326513656164,14.5723585088703
"6",4,0.136443457030998,0.02,1e-05,1e-05,0.467360168549548,0.444096957611353,1.1606785179265,7.50570432266109,1.77245427255192,40.8580751289855,4.78741126042548,169.004218818016,1.87774575304699,0.0131075757322211,1.52909656445423,0.0321420711387479,0.0101989156718121,0.386849586893179,0.0627323654421371,0.0789934790341575,41.2183837078881,519.108124718654,27.7320179661775,77.2738379729176,4.79236853656588,8.71065159098599,1.02064209781497,461.190397367068,77.3976449549481,6.80424905796104,42.404933397465,2.4837411972896,0.048876962572681,3.36971196954334,0.0640272930657583,36.4310339851702,1.3366872458716,16.8343624159857,0.899332564332877,2.50594381356541,0.155413612181936,0.28248116101345,0.0330988057274992,14.9561255591164
"7",4,0.990909233971866,10,1e-05,0.05,26.4875549907093,4.94701492545478,5.96018902635247,12.080328879444,1.52183354606244,59.5750485929181,16.4953194104854,98.9327124808088,0.0280779885476394,0.00147367019660315,0.164913810263938,0.00261317978767269,0.00826643122241194,0.13129081788017,0.0212904028994871,0.0264982046215678,277.653038737069,2685.37750120154,122.54204877717,809.034042672965,30.0310397557289,92.2397902578831,25.5396317518208,1960.66676678234,7.79593884187669,3.95736079014935,20.2088761813925,2.11415140785212,0.248249524678252,12.1102375040528,0.543749049900798,51.9541491809063,1.23982422065407,11.9912106229172,0.547195884524006,3.61263829851146,0.134099776577043,0.411885015161215,0.114043967163201,8.75510729918662
"8",4,0.834423896109276,1,1e-05,0.05,11.7737235281325,3.4314723135318,4.96756639232781,11.6374439308798,1.7323462455316,60.3588331513727,14.6001104390457,117.498503276515,0.0789893100538365,0.0017406262639006,0.209690880069127,0.00324077343636036,0.00678449115892598,0.141374840560631,0.0229256498206428,0.0279934644703071,239.715261935014,2556.7731008663,120.515573166446,679.904344159006,27.3062477885805,78.6950823793409,19.0354391190222,1960.87117781997,18.9349431496215,4.45038641020246,25.2710165993075,2.20341593781652,0.185258996705066,11.125504724285,0.436399811424867,54.8915776471525,1.27116086279191,13.5580432994768,0.639069363917479,3.60539327267126,0.144799430867908,0.417303879641681,0.100941029031013,10.3980976350899
"9",4,0.54866039874206,0.2,1e-05,0.05,3.72285069067383,1.85431611447317,3.41980210825985,10.2558871401011,1.88290984864816,56.045549157258,10.8775405300851,137.941144236422,0.236006395711753,0.0027832796086197,0.348787496053986,0.0056980364395819,0.00642601779156919,0.172344093434844,0.027947690827272,0.034148576916921,161.19361174081,1859.81808603079,91.8368016583899,410.580492737752,18.7620319554169,48.0468333567795,9.32511831963966,1513.65686399382,38.0427233187083,5.17639375459161,32.0315280960363,2.3395026090012,0.120565151151499,8.28058793728919,0.260615523725019,51.6892278459184,1.29997731070968,14.9988655739973,0.740635792912296,3.31120643687362,0.15131006484345,0.387483055567326,0.0752042348595482,12.207180905878
"10",4,0.265221160432175,0.05,1e-05,0.05,1.10734801632742,0.859455082891841,1.94352409677374,8.51890982430942,1.86524362363081,47.3410557842844,6.85701816454952,157.507446078685,0.782750177826949,0.00629591622485881,0.765950871964681,0.0144052516829472,0.00773610507133206,0.255287763013515,0.0413980156238132,0.0515745394797968,79.336145366877,969.808146556108,50.3571148252605,169.578755325686,9.24438094263964,19.6185152362379,2.84160361672864,835.486152513943,62.1003818940277,6.10583084490285,38.5710760100338,2.44282465054744,0.07151550229168,5.00836686830574,0.117636750922016,43.0898135576539,1.32359307391558,16.1796535472278,0.840125621138557,2.8291425679223,0.154227288605119,0.32730265337586,0.0474074817792417,13.9387120423615
"11",4,0.185070654454405,0.03,1e-05,0.05,0.68817192889314,0.608431644132718,1.48447296666401,7.95076322626918,1.81889430906638,43.9162842853357,5.62046936224174,163.912510401882,1.26978526448492,0.00933130505431628,1.11276736912104,0.0221754788782588,0.00885131870681883,0.316025361832048,0.0512473559727646,0.0651388330323114,55.6684162340609,692.122433723417,36.5150775305794,110.940724287961,6.47931864202759,12.6993991779575,1.6252874112672,606.707911466817,70.6869346312236,6.45840556400901,40.6327867569535,2.46016368818642,0.0573505143036188,4.01333222026363,0.0832916825232635,39.5202453444194,1.33095344878198,16.5476728540362,0.87302408905483,2.65243650871261,0.154911385589008,0.303624753078925,0.0388583335331978,14.5055318939719
"12",4,0.135003513313408,0.02,1e-05,0.05,0.468540535162174,0.45118050301056,1.16891464877443,7.57017261839415,1.77252364421213,41.4648384021924,4.80231567457499,168.301514025784,1.88167678339134,0.0131027841273927,1.53742049023344,0.0319684748508515,0.0101476096269137,0.384903292011939,0.0624167500559901,0.0812717506244303,40.7605513042756,512.487864420555,27.326465780381,77.1414044486175,4.73932746186368,8.74671697385736,1.01301482516824,454.425913788934,76.698183067487,6.71501785541101,42.0122684164208,2.466093048075,0.0480928449771045,3.3666401575344,0.0632290931455387,36.9319895427331,1.33593872688068,16.7969363325069,0.895632731566156,2.52833159393661,0.15533281305272,0.286676150457635,0.0332018506262098,14.8939392943172
