"","x_C","x_C2","protein","phi","rel_phi","mu","mu_norm","opt_phi_nonzero","convergence","f.TC","f.LAC","f.ATPS","f.EAA","f.ENT","f.RNAp","f.DNAp","f.r","v.TC","v.LAC","v.ATPS","v.EAA","v.ENT","v.RNAp","v.DNAp","v.r","p.TC","p.LAC","p.ATPS","p.EAA","p.ENT","p.RNAp","p.DNAp","p.r","c.x_GLY","c.x_LAC","c.C","c.AA","c.NT","c.ATP","c.RNA","c.DNA","c.p"
"1",0.5,0.001,"LAC",0,0,0.832158974330745,1,FALSE,4,1.19510788025902,0,0.390215760512092,0.633432311166192,0.289585083094713,0.215775497192506,0.0478734163232764,0.54952957577654,224.761463014311,0,73.387069630008,119.128302415171,54.461666614885,40.5804507130495,9.00345422371473,103.348888800231,33.7142194521467,0,4.82003995634033,15.0780972591635,1.13621610045918,10.8675219941873,0.389018148851619,58.1885712143494,0.5,0.001,9.29911378851363,14.3499520724287,5.86157432483827,12.7110212348262,48.7652623655064,10.8193920890605,124.193684125498
"11",0.5,0.001,"LAC",0.01,1,0.82397017605559,0.99015957463928,FALSE,4,1.19439838127842,0.000709498892716295,0.390215759809595,0.633432312031731,0.289585083794775,0.215775497502494,0.0478734158850631,0.549529574147965,222.417593657563,0.132120939624648,72.664909518055,117.956029408083,53.9257407799046,40.1811218744284,8.91485632283473,102.33189147061,33.3626390486345,1.2419368324717,4.77260871594173,14.9297224252516,1.12503525243057,10.7605809328388,0.385190039916065,57.6159705099551,0.5,0.001,9.29911366060887,14.3499524912904,5.86157451203136,12.7110212132342,48.7652624355636,10.8193919900243,124.19368375744
"12",0.5,0.001,"LAC",0.02,2,0.815781377561308,0.980319149015237,FALSE,4,1.19367463825263,0.00143324166502876,0.390215759617461,0.633432311035722,0.289585083211399,0.215775497453823,0.0478734158109496,0.54952957489478,220.073724210343,0.264241880331847,71.9427494834715,116.783756023216,53.3898146913686,39.7817929578496,8.82625848833372,101.314894557746,33.0110586315514,2.48387367511936,4.72517744455473,14.7813474306894,1.11385439776365,10.6536399452023,0.381361937234548,57.0433704641049,0.5,0.001,9.29911393117296,14.3499521904977,5.86157440793742,12.7110211709514,48.7652624245641,10.8193919732746,124.19368392622
"13",0.5,0.001,"LAC",0.03,3,0.807592579054528,0.970478723376173,FALSE,4,1.19293621796012,0.00217166158977301,0.390215759724049,0.633432310802053,0.289585083317153,0.215775497537226,0.0478734158593119,0.549529574688788,217.729854741652,0.396362819210768,71.2205895030182,115.611482779384,52.8538887299513,39.3824640649469,8.73766067632558,100.297897466662,32.6594782112479,3.72581050058122,4.67774620710329,14.6329725490141,1.10267354954052,10.546698904213,0.377533833388086,56.470770124578,0.5,0.001,9.29911386602211,14.3499521641767,5.86157440205895,12.7110211899166,48.7652624434131,10.8193919842045,124.193683879666
"14",0.5,0.001,"LAC",0.04,4,0.799403781306002,0.960638298648301,FALSE,4,1.19218267185212,0.00292520969034878,0.390215762914444,0.633432310973809,0.289585080127517,0.215775495165045,0.0478734153240435,0.549529576860684,215.385985910253,0.528483753392578,70.498430146177,114.439209718213,52.3179622224049,38.9831347650733,8.64906276690051,99.2809009001135,32.307897886538,4.96774728189023,4.63031500344086,14.48459766803,1.09149268457965,10.4397578446861,0.373705728570252,55.8981702727796,0.5,0.001,9.29911388088379,14.3499521347008,5.86157433828472,12.7110215243474,48.7652619073002,10.8193918632338,124.193684370515
"15",0.5,0.001,"LAC",0.05,5,0.791214982389555,0.950797872516944,FALSE,4,1.19141352501411,0.00369435578855573,0.390215761395649,0.633432310864801,0.289585082157295,0.215775496592231,0.0478734156901096,0.549529575663458,213.042116254073,0.66060470094133,69.7762698324574,113.266936439006,51.7820365835359,38.5838060964082,8.5604650079922,98.2639035780291,31.956317438111,6.2096841888485,4.58288373875499,14.3362227651551,1.08031184386117,10.3328168017521,0.369877624798882,55.3255696986596,0.5,0.001,9.29911387514309,14.3499521200948,5.8615743917398,12.7110213609652,48.7652622298442,10.8193919459648,124.193684099941
"16",0.5,0.001,"LAC",0.06,6,0.783026183749649,0.940957446717906,FALSE,4,1.19062828307782,0.00447958886281656,0.390215757143111,0.63343230649831,0.289585082084364,0.215775496440903,0.0478734157383516,0.549529569905935,210.698245292397,0.792725594076221,69.0541090649736,112.094662446371,51.2461105831488,38.1844771566062,8.47186719447757,97.2469054877128,31.6047367938596,7.45162058431648,4.53545244786086,14.1878477832268,1.0691309963439,10.2258757424527,0.366049520681486,54.7529689299995,0.5,0.001,9.29911382764216,14.3499521816451,5.86157439855474,12.7110211423167,48.7652621956441,10.8193919568675,124.193682798741
"17",0.5,0.001,"LAC",0.07,7,0.774837385020149,0.931117020811202,FALSE,4,1.18982646110089,0.00528141991142386,0.390215756415475,0.633432310748106,0.28958508367821,0.215775496802152,0.0478734157826335,0.549529571245974,208.354377366866,0.924846600099588,68.3319489225855,110.922389965897,50.7101848690427,37.7851483027542,8.38326937912156,96.2299086504572,31.2531566050298,8.69355804093613,4.4880211005837,14.0394726878831,1.05795012687896,10.1189345918123,0.362221412390905,54.1803685360752,0.5,0.001,9.29911491973996,14.349952737726,5.86157466711398,12.7110209635031,48.7652622772863,10.8193919668752,124.19368310159
"18",0.5,0.001,"LAC",0.08,8,0.766648587481433,0.921276596335456,FALSE,4,1.18900749999526,0.00610037962151818,0.390215760050711,0.633432311727965,0.289585081562325,0.21577549700822,0.0478734150154747,0.549529577293721,206.01050800502,1.05696751690586,67.6097896438269,109.750117073604,50.1742585842123,37.3858194787471,8.2946714358929,95.2129127717991,30.901576200753,9.93549465891509,4.44059000094127,13.8910981376275,1.04676929732028,10.0119938066978,0.358393311373652,53.6077690547524,0.5,0.001,9.299113776522,14.3499520809269,5.86157431573048,12.7110211487455,48.7652623238578,10.8193917934973,124.193684468381
"19",0.5,0.001,"LAC",0.09,9,0.758455694442655,0.911431250324056,FALSE,4,1.18817043344183,0.00693744630970956,0.3902157592152,0.633432310501637,0.289585083415761,0.215775497543251,0.0478734158962707,0.549529574299083,203.665466653991,1.1891545188186,66.8872684081953,108.577257505329,49.6380649525678,36.98629099223,8.20602946716225,94.195406685544,30.5498199980987,11.1780524768949,4.39313500467106,13.7426489455941,1.03558285661414,9.90499918112547,0.354563294856638,53.0348820337379,0.5,0.001,9.29911408445895,14.3499521567127,5.86157441463006,12.7110211478028,48.7652624447748,10.8193919925572,124.193683791593
